"veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"6242","1.77","0.8843258042",0,0,"0","SEDAN",2,"M","C",5,"01101    0    0    0"
"6243","1.23","0.1149897331",0,0,"0","HBACK",4,"F","C",2,"01101    0    0    0"
"6244","1.3","0.8843258042",0,0,"0","SEDAN",3,"M","A",4,"01101    0    0    0"
"6245","0.9","0.8843258042",0,0,"0","SEDAN",3,"F","B",5,"01101    0    0    0"
"6246","0.52","0.8843258042",0,0,"0","HBACK",4,"F","B",3,"01101    0    0    0"
"6247","1.5","0.1341546886",0,0,"0","HBACK",1,"F","C",5,"01101    0    0    0"
"6248","1.45","0.1149897331",0,0,"0","SEDAN",3,"M","C",4,"01101    0    0    0"
"6249","1.13","0.1149897331",0,0,"0","SEDAN",4,"F","C",4,"01101    0    0    0"
"6250","1.18","0.3613963039",0,0,"0","SEDAN",3,"F","A",4,"01101    0    0    0"
"6251","1.94","0.8843258042",0,0,"0","STNWG",4,"M","A",6,"01101    0    0    0"
"6252","4.54","0.8843258042",0,0,"0","TRUCK",1,"M","B",4,"01101    0    0    0"
"6253","0.78","0.1943874059",0,0,"0","HBACK",3,"M","A",2,"01101    0    0    0"
"6254","2.63","0.8706365503",0,0,"0","STNWG",2,"F","A",2,"01101    0    0    0"
"6255","1.63","0.6954140999",0,0,"0","HBACK",1,"F","E",1,"01101    0    0    0"
"6256","1.82","0.8706365503",0,0,"0","SEDAN",2,"F","C",5,"01101    0    0    0"
"6257","1.11","0.8843258042",0,0,"0","HBACK",3,"F","B",5,"01101    0    0    0"
"6258","1.94","0.7857631759",0,0,"0","STNWG",4,"F","C",4,"01101    0    0    0"
"6259","2.5","0.6926762491",0,0,"0","SEDAN",1,"F","B",2,"01101    0    0    0"
"6260","1.86","0.8843258042",0,0,"0","HBACK",3,"M","A",3,"01101    0    0    0"
"6261","0.89","0.7091033539",0,0,"0","HBACK",3,"F","C",3,"01101    0    0    0"
"6262","2.44","0.8843258042",0,0,"0","SEDAN",1,"F","A",1,"01101    0    0    0"
"6263","1.57","0.0082135524",0,0,"0","STNWG",4,"F","E",2,"01101    0    0    0"
"6264","1.77","0.8843258042",1,1,"2808.8299942","HDTOP",3,"M","C",6,"01101    0    0    0"
"6265","0.8","0.8843258042",0,0,"0","HBACK",3,"F","B",4,"01101    0    0    0"
"6266","1.4","0.8843258042",0,0,"0","SEDAN",3,"F","B",4,"01101    0    0    0"
"6267","4","0.219028063",0,0,"0","STNWG",3,"M","B",5,"01101    0    0    0"
"6268","0.51","0.5366187543",0,0,"0","HBACK",4,"F","B",4,"01101    0    0    0"
"6269","1.27","0.6872005476",0,0,"0","SEDAN",3,"F","A",2,"01101    0    0    0"
"6270","1.62","0.8843258042",0,0,"0","SEDAN",3,"F","C",4,"01101    0    0    0"
"6271","2.03","0.9993155373",0,0,"0","SEDAN",1,"F","C",3,"01101    0    0    0"
"6272","0.85","0.1149897331",0,0,"0","HBACK",4,"F","C",3,"01101    0    0    0"
"6273","2.05","0.8843258042",0,0,"0","SEDAN",1,"M","E",3,"01101    0    0    0"
"6274","1.38","0.8843258042",0,0,"0","HBACK",2,"M","F",5,"01101    0    0    0"
"6275","1.51","0.1149897331",0,0,"0","SEDAN",3,"F","E",4,"01101    0    0    0"
"6276","2.78","0.9911019849",0,0,"0","STNWG",1,"F","A",3,"01101    0    0    0"
"6277","0.56","0.9965776865",0,0,"0","SEDAN",4,"M","C",4,"01101    0    0    0"
"6278","1.54","0.8049281314",0,0,"0","SEDAN",2,"F","B",2,"01101    0    0    0"
"6279","2.62","0.8843258042",0,0,"0","STNWG",3,"M","B",5,"01101    0    0    0"
"6280","1.8","0.3066392882",0,0,"0","HBACK",3,"M","B",4,"01101    0    0    0"
"6281","1.34","0.2765229295",0,0,"0","HBACK",2,"M","B",2,"01101    0    0    0"
"6282","1.54","0.8898015058",0,0,"0","SEDAN",2,"F","A",4,"01101    0    0    0"
"6283","4.33","0.720054757",0,0,"0","STNWG",2,"M","D",5,"01101    0    0    0"
"6284","0.96","0.5201916495",0,0,"0","SEDAN",3,"F","A",2,"01101    0    0    0"
"6285","1.61","0.052019165",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"6286","1.24","0.3066392882",0,0,"0","HDTOP",4,"M","D",5,"01101    0    0    0"
"6287","3.54","0.0848733744",0,0,"0","STNWG",2,"F","C",3,"01101    0    0    0"
"6288","1.55","0.128678987",0,0,"0","HBACK",1,"M","B",2,"01101    0    0    0"
"6289","1.02","0.1943874059",0,0,"0","SEDAN",3,"F","B",2,"01101    0    0    0"
"6290","1.89","0.3066392882",0,0,"0","SEDAN",2,"M","C",3,"01101    0    0    0"
"6291","1.37","0.4873374401",0,0,"0","HBACK",1,"F","C",4,"01101    0    0    0"
"6292","1.11","0.3066392882",0,0,"0","HBACK",2,"F","B",4,"01101    0    0    0"
"6293","0.7","0.6461327858",0,0,"0","UTE",4,"M","A",3,"01101    0    0    0"
"6294","3.29","0.6488706365",0,0,"0","UTE",1,"F","B",4,"01101    0    0    0"
"6295","0.57","0.4982888433",0,0,"0","HBACK",4,"M","E",2,"01101    0    0    0"
"6296","3.17","0.8706365503",0,0,"0","MIBUS",2,"F","E",3,"01101    0    0    0"
"6297","1.75","0.1916495551",0,0,"0","SEDAN",3,"M","A",3,"01101    0    0    0"
"6298","1.32","0.0355920602",0,0,"0","SEDAN",3,"M","E",4,"01101    0    0    0"
"6299","0.81","0.4873374401",0,0,"0","SEDAN",4,"F","D",2,"01101    0    0    0"
"6300","4","0.8049281314",0,0,"0","STNWG",3,"F","E",2,"01101    0    0    0"
"6301","1.83","0.1943874059",0,0,"0","STNWG",4,"M","F",2,"01101    0    0    0"
"6302","1.19","0.8624229979",0,0,"0","HBACK",2,"F","A",2,"01101    0    0    0"
"6303","3.28","0.7857631759",0,0,"0","STNWG",3,"M","E",4,"01101    0    0    0"
"6304","0.72","0.3039014374",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"6305","1.36","0.9993155373",0,0,"0","HBACK",2,"F","A",5,"01101    0    0    0"
"6306","2.25","0.4873374401",0,0,"0","STNWG",3,"M","A",3,"01101    0    0    0"
"6307","0.65","0.1889117043",1,1,"4781.250885","COUPE",4,"F","C",3,"01101    0    0    0"
"6308","1.22","0.7310061602",0,0,"0","SEDAN",3,"F","B",2,"01101    0    0    0"
"6309","2.099","0.9993155373",1,1,"1013.3299999","SEDAN",1,"F","C",3,"01101    0    0    0"
"6310","0.99","0.3969883641",0,0,"0","SEDAN",3,"F","C",1,"01101    0    0    0"
"6311","1.33","0.8049281314",0,0,"0","HBACK",2,"F","C",3,"01101    0    0    0"
"6312","4.79","0.4873374401",0,0,"0","STNWG",2,"M","F",1,"01101    0    0    0"
"6313","1.81","0.9883641342",0,0,"0","UTE",3,"M","A",3,"01101    0    0    0"
"6314","3.58","0.8706365503",0,0,"0","STNWG",2,"F","F",2,"01101    0    0    0"
"6315","0.41","0.257357974",0,0,"0","COUPE",4,"F","C",5,"01101    0    0    0"
"6316","1.97","0.1916495551",0,0,"0","SEDAN",1,"F","F",4,"01101    0    0    0"
"6317","1.08","0.6926762491",0,0,"0","HDTOP",4,"F","A",2,"01101    0    0    0"
"6318","0.47","0.2792607803",0,0,"0","SEDAN",4,"F","E",2,"01101    0    0    0"
"6319","0.82","0.3367556468",0,0,"0","SEDAN",4,"F","D",6,"01101    0    0    0"
"6320","1.16","0.9938398357",0,0,"0","SEDAN",3,"F","C",5,"01101    0    0    0"
"6321","1.98","0.3121149897",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"6322","0.37","0.2792607803",0,0,"0","STNWG",4,"F","C",5,"01101    0    0    0"
"6323","0.99","0.4407939767",0,0,"0","COUPE",4,"M","D",3,"01101    0    0    0"
"6324","5.21","0.3039014374",0,0,"0","STNWG",1,"F","A",4,"01101    0    0    0"
"6325","0.76","0.3066392882",1,1,"2714.0736313","SEDAN",4,"F","A",2,"01101    0    0    0"
"6326","2.23","0.8651608487",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"6327","0.68","0.0821355236",0,0,"0","HBACK",3,"F","C",4,"01101    0    0    0"
"6328","1.33","0.2135523614",0,0,"0","SEDAN",4,"F","C",4,"01101    0    0    0"
"6329","2.04","0.8076659822",0,0,"0","HBACK",1,"M","D",3,"01101    0    0    0"
"6330","1.03","0.4873374401",0,0,"0","SEDAN",3,"F","B",3,"01101    0    0    0"
"6331","1.34","0.1505817933",0,0,"0","HBACK",1,"F","D",2,"01101    0    0    0"
"6332","1.99","0.8706365503",0,0,"0","STNWG",2,"F","E",5,"01101    0    0    0"
"6333","2.66","0.4818617385",0,0,"0","TRUCK",3,"M","B",1,"01101    0    0    0"
"6334","0.77","0.8706365503",0,0,"0","HBACK",3,"F","E",3,"01101    0    0    0"
"6335","0.77","0.1259411362",0,0,"0","HBACK",4,"F","C",2,"01101    0    0    0"
"6336","3.64","0.9911019849",1,1,"353.76999998","STNWG",2,"M","B",4,"01101    0    0    0"
"6337","2.03","0.9911019849",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"6338","1.32","0.1943874059",0,0,"0","HBACK",2,"F","A",3,"01101    0    0    0"
"6339","1.26","0.7063655031",0,0,"0","HBACK",2,"F","A",2,"01101    0    0    0"
"6340","1.45","0.8049281314",0,0,"0","HBACK",2,"F","B",4,"01101    0    0    0"
"6341","5.499","0.4873374401",0,0,"0","STNWG",1,"M","F",2,"01101    0    0    0"
"6342","1.73","0.8158795346",0,0,"0","STNWG",4,"M","A",2,"01101    0    0    0"
"6343","0.99","0.3613963039",0,0,"0","HBACK",3,"F","E",3,"01101    0    0    0"
"6344","6.05","0.8678986995",0,0,"0","STNWG",1,"M","A",3,"01101    0    0    0"
"6345","1.55","0.8049281314",1,1,"345","SEDAN",4,"M","B",3,"01101    0    0    0"
"6346","1.86","0.8158795346",1,1,"2777.0899963","HBACK",3,"M","B",4,"01101    0    0    0"
"6347","1.43","0.1916495551",0,0,"0","SEDAN",2,"F","A",1,"01101    0    0    0"
"6348","0","0.9993155373",1,2,"1394.3299994","STNWG",4,"F","B",2,"01101    0    0    0"
"6349","0.54","0.4873374401",0,0,"0","TRUCK",4,"M","E",6,"01101    0    0    0"
"6350","2.7","0.8158795346",0,0,"0","STNWG",2,"M","A",5,"01101    0    0    0"
"6351","1.32","0.4873374401",0,0,"0","HBACK",3,"F","C",2,"01101    0    0    0"
"6352","4.34","0.1943874059",0,0,"0","STNWG",2,"M","C",5,"01101    0    0    0"
"6353","0.8","0.5585215606",0,0,"0","HBACK",3,"F","B",2,"01101    0    0    0"
"6354","0.78","0.720054757",0,0,"0","STNWG",4,"F","C",2,"01101    0    0    0"
"6355","0.79","0.1943874059",0,0,"0","SEDAN",4,"M","D",4,"01101    0    0    0"
"6356","2.77","0.8158795346",0,0,"0","UTE",3,"F","F",4,"01101    0    0    0"
"6357","0.77","0.2792607803",0,0,"0","SEDAN",3,"M","C",5,"01101    0    0    0"
"6358","1.74","0.6844626968",0,0,"0","SEDAN",2,"F","B",4,"01101    0    0    0"
"6359","1.25","0.720054757",0,0,"0","UTE",4,"F","C",2,"01101    0    0    0"
"6360","1.42","0.8158795346",0,0,"0","SEDAN",3,"F","B",4,"01101    0    0    0"
"6361","0.77","0.4791238877",0,0,"0","SEDAN",3,"F","A",2,"01101    0    0    0"
"6362","1.9","0.8131416838",1,1,"752.83999825","SEDAN",1,"F","B",5,"01101    0    0    0"
"6363","0.41","0.4873374401",0,0,"0","HBACK",4,"F","D",4,"01101    0    0    0"
"6364","1.36","0.8131416838",0,0,"0","HBACK",2,"F","A",5,"01101    0    0    0"
"6365","3.98","0.8158795346",0,0,"0","STNWG",1,"F","D",2,"01101    0    0    0"
"6366","0.35","0.8158795346",1,1,"200","HBACK",4,"F","A",5,"01101    0    0    0"
"6367","1.12","0.1943874059",0,0,"0","HBACK",2,"M","C",2,"01101    0    0    0"
"6368","0.73","0.4873374401",0,0,"0","SEDAN",4,"F","B",3,"01101    0    0    0"
"6369","0.6","0.4873374401",0,0,"0","SEDAN",4,"M","B",4,"01101    0    0    0"
"6370","2.48","0.4873374401",0,0,"0","SEDAN",1,"F","B",3,"01101    0    0    0"
"6371","1.76","0.9911019849",0,0,"0","HBACK",2,"F","D",6,"01101    0    0    0"
"6372","1.82","0.720054757",0,0,"0","SEDAN",2,"F","C",3,"01101    0    0    0"
"6373","2.07","0.6844626968",0,0,"0","SEDAN",2,"F","E",5,"01101    0    0    0"
"6374","0.72","0.0985626283",0,0,"0","SEDAN",4,"F","B",4,"01101    0    0    0"
"6375","3.74","0.5776865161",0,0,"0","UTE",1,"M","F",4,"01101    0    0    0"
"6376","0.5","0.9911019849",0,0,"0","HBACK",4,"F","B",3,"01101    0    0    0"
"6377","1.46","0.2792607803",0,0,"0","SEDAN",2,"F","F",1,"01101    0    0    0"
"6378","1.26","0.2792607803",0,0,"0","SEDAN",3,"F","A",4,"01101    0    0    0"
"6379","3.16","0.8158795346",0,0,"0","STNWG",3,"F","C",2,"01101    0    0    0"
"6380","1.9","0.2792607803",0,0,"0","SEDAN",2,"M","A",3,"01101    0    0    0"
"6381","3.04","0.9993155373",0,0,"0","TRUCK",3,"M","C",1,"01101    0    0    0"
"6382","1.29","0.4845995893",0,0,"0","UTE",3,"M","B",6,"01101    0    0    0"
"6383","1.21","0.1779603012",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"6384","2.59","0.9911019849",1,1,"353.76999998","SEDAN",1,"F","D",2,"01101    0    0    0"
"6385","1.22","0.8405201916",0,0,"0","HBACK",2,"F","C",2,"01101    0    0    0"
"6386","0.37","0.8158795346",0,0,"0","HBACK",4,"F","B",3,"01101    0    0    0"
"6387","2.92","0.1314168378",0,0,"0","SEDAN",1,"M","C",2,"01101    0    0    0"
"6388","3.5","0.3066392882",0,0,"0","STNWG",2,"M","E",4,"01101    0    0    0"
"6389","1.77","0.5201916495",0,0,"0","SEDAN",1,"F","F",2,"01101    0    0    0"
"6390","1.06","0.4736481862",0,0,"0","HDTOP",4,"M","A",2,"01101    0    0    0"
"6391","2.45","0.3039014374",0,0,"0","STNWG",3,"F","F",3,"01101    0    0    0"
"6392","0.76","0.5776865161",1,1,"6692.8899994","HBACK",3,"F","A",1,"01101    0    0    0"
"6393","4.08","0.2792607803",0,0,"0","STNWG",2,"F","A",4,"01101    0    0    0"
"6394","6.41","0.5256673511",0,0,"0","STNWG",2,"F","A",3,"01101    0    0    0"
"6395","0.95","0.5256673511",0,0,"0","SEDAN",4,"F","C",3,"01101    0    0    0"
"6396","0.88","0.2792607803",0,0,"0","MIBUS",4,"F","C",4,"01101    0    0    0"
"6397","1.07","0.4216290212",0,0,"0","STNWG",4,"M","C",3,"01101    0    0    0"
"6398","1.87","0.5256673511",0,0,"0","SEDAN",2,"F","C",3,"01101    0    0    0"
"6399","3.1","0.8158795346",1,1,"408.94999981","UTE",2,"F","F",2,"01101    0    0    0"
"6400","3.27","0.4161533196",0,0,"0","STNWG",1,"F","A",2,"01101    0    0    0"
"6401","3.57","0.8131416838",0,0,"0","UTE",1,"M","F",2,"01101    0    0    0"
"6402","2","0.1533196441",0,0,"0","SEDAN",2,"F","D",2,"01101    0    0    0"
"6403","1.53","0.0136892539",0,0,"0","UTE",4,"M","C",5,"01101    0    0    0"
"6404","2.26","0.8158795346",0,0,"0","HDTOP",2,"M","B",4,"01101    0    0    0"
"6405","0.36","0.1916495551",0,0,"0","HBACK",4,"F","C",4,"01101    0    0    0"
"6406","2.12","0.5256673511",1,1,"378.8499999","SEDAN",2,"F","C",4,"01101    0    0    0"
"6407","1.65","0.3039014374",0,0,"0","SEDAN",2,"M","C",4,"01101    0    0    0"
"6408","1.57","0.5256673511",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"6409","0.37","0.476386037",0,0,"0","HBACK",4,"F","E",3,"01101    0    0    0"
"6410","1.11","0.1122518823",0,0,"0","STNWG",3,"M","A",3,"01101    0    0    0"
"6411","0.87","0.7885010267",1,1,"353.76999998","HBACK",3,"F","B",2,"01101    0    0    0"
"6412","2.83","0.4736481862",0,0,"0","STNWG",2,"F","F",2,"01101    0    0    0"
"6413","1.92","0.1752224504",0,0,"0","SEDAN",1,"F","E",4,"01101    0    0    0"
"6414","1.49","0.2135523614",0,0,"0","STNWG",4,"M","C",3,"01101    0    0    0"
"6415","1.23","0.5256673511",0,0,"0","SEDAN",3,"F","E",2,"01101    0    0    0"
"6416","1.33","0.2108145106",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"6417","4.85","0.8076659822",0,0,"0","STNWG",1,"F","C",4,"01101    0    0    0"
"6418","1.76","0.9911019849",0,0,"0","SEDAN",2,"F","C",5,"01101    0    0    0"
"6419","4","0.9993155373",0,0,"0","STNWG",3,"M","C",2,"01101    0    0    0"
"6420","0.76","0.6954140999",0,0,"0","HBACK",3,"F","C",1,"01101    0    0    0"
"6421","1.9","0.3039014374",0,0,"0","STNWG",3,"F","F",4,"01101    0    0    0"
"6422","1","0.1916495551",0,0,"0","UTE",4,"M","C",2,"01101    0    0    0"
"6423","4.45","0.8158795346",0,0,"0","STNWG",1,"F","D",3,"01101    0    0    0"
"6424","1.73","0.0739219713",0,0,"0","SEDAN",2,"M","D",4,"01101    0    0    0"
"6425","2.68","0.6844626968",0,0,"0","SEDAN",1,"M","A",2,"01101    0    0    0"
"6426","2.08","0.3997262149",0,0,"0","STNWG",3,"M","E",3,"01101    0    0    0"
"6427","1.26","0.5174537988",0,0,"0","SEDAN",3,"F","D",6,"01101    0    0    0"
"6428","0.54","0.4845995893",1,1,"4003","SEDAN",4,"F","B",2,"01101    0    0    0"
"6429","2.11","0.4736481862",0,0,"0","SEDAN",2,"M","C",1,"01101    0    0    0"
"6430","1.24","0.1916495551",0,0,"0","HBACK",1,"F","D",4,"01101    0    0    0"
"6431","1.49","0.1916495551",0,0,"0","HBACK",1,"M","D",4,"01101    0    0    0"
"6432","1.1","0.7912388775",0,0,"0","HBACK",2,"F","B",2,"01101    0    0    0"
"6433","2","0.4654346338",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"6434","1.05","0.1396303901",0,0,"0","SEDAN",3,"F","C",2,"01101    0    0    0"
"6435","1.16","0.9993155373",1,1,"345","STNWG",4,"M","A",2,"01101    0    0    0"
"6436","1.4","0.7857631759",0,0,"0","HBACK",1,"F","E",1,"01101    0    0    0"
"6437","1.46","0.8076659822",0,0,"0","UTE",4,"M","C",4,"01101    0    0    0"
"6438","1.12","0.1779603012",0,0,"0","SEDAN",3,"M","C",4,"01101    0    0    0"
"6439","0.8","0.1806981519",0,0,"0","HBACK",3,"F","B",2,"01101    0    0    0"
"6440","1.5","0.5229295003",0,0,"0","SEDAN",3,"M","B",2,"01101    0    0    0"
"6441","1.41","0.3039014374",0,0,"0","UTE",4,"M","D",2,"01101    0    0    0"
"6442","1.71","0.4188911704",0,0,"0","HBACK",2,"F","C",2,"01101    0    0    0"
"6443","1.428","0.8158795346",0,0,"0","HBACK",1,"M","B",3,"01101    0    0    0"
"6444","5.236","0.8514715948",0,0,"0","STNWG",1,"F","D",4,"01101    0    0    0"
"6445","4.82","0.7857631759",0,0,"0","STNWG",2,"F","A",3,"01101    0    0    0"
"6446","0.8","0.5229295003",0,0,"0","HBACK",3,"M","C",1,"01101    0    0    0"
"6447","1.04","0.8158795346",0,0,"0","HBACK",2,"M","C",4,"01101    0    0    0"
"6448","2.92","0.2765229295",0,0,"0","STNWG",3,"M","A",4,"01101    0    0    0"
"6449","2.42","0.8158795346",0,0,"0","MCARA",3,"F","A",4,"01101    0    0    0"
"6450","1.1","0.1998631075",0,0,"0","HBACK",2,"F","B",3,"01101    0    0    0"
"6451","2.65","0.2737850787",0,0,"0","SEDAN",1,"M","C",4,"01101    0    0    0"
"6452","1.6","0.8158795346",0,0,"0","STNWG",4,"M","F",3,"01101    0    0    0"
"6453","1.65","0.3039014374",0,0,"0","HBACK",2,"M","C",6,"01101    0    0    0"
"6454","2.9","0.8131416838",0,0,"0","SEDAN",1,"F","C",3,"01101    0    0    0"
"6455","2.21","0.6844626968",0,0,"0","STNWG",3,"M","F",2,"01101    0    0    0"
"6456","1.58","0.1259411362",0,0,"0","HBACK",2,"M","B",6,"01101    0    0    0"
"6457","0.37","0.2217659138",0,0,"0","HBACK",4,"F","C",6,"01101    0    0    0"
"6458","0.74","0.1259411362",0,0,"0","SEDAN",4,"F","C",6,"01101    0    0    0"
"6459","2.94","0.1259411362",0,0,"0","SEDAN",1,"M","B",4,"01101    0    0    0"
"6460","1.11","0.1259411362",0,0,"0","SEDAN",3,"M","C",4,"01101    0    0    0"
"6461","1.75","0.4736481862",1,1,"353.76999998","TRUCK",1,"M","B",5,"01101    0    0    0"
"6462","3.21","0.0492813142",0,0,"0","HBACK",1,"F","C",6,"01101    0    0    0"
"6463","0.52","0.1423682409",0,0,"0","HBACK",4,"M","A",2,"01101    0    0    0"
"6464","3.32","0.1259411362",0,0,"0","STNWG",2,"F","C",5,"01101    0    0    0"
"6465","0.28","0.1259411362",0,0,"0","SEDAN",4,"M","B",6,"01101    0    0    0"
"6466","3.04","0.8733744011",0,0,"0","STNWG",3,"M","E",3,"01101    0    0    0"
"6467","1.58","0.1259411362",0,0,"0","HBACK",2,"M","B",6,"01101    0    0    0"
"6468","1.59","0.1259411362",0,0,"0","SEDAN",2,"F","A",6,"01101    0    0    0"
"6469","0.77","0.1259411362",0,0,"0","HBACK",3,"M","A",5,"01101    0    0    0"
"6470","0.91","0.1259411362",0,0,"0","STNWG",3,"F","C",3,"01101    0    0    0"
"6471","1.35","0.1259411362",0,0,"0","SEDAN",2,"M","D",5,"01101    0    0    0"
"6472","1.97","0.8733744011",1,1,"389.94999981","SEDAN",2,"F","F",5,"01101    0    0    0"
"6473","3.29","0.8733744011",0,0,"0","STNWG",2,"F","D",3,"01101    0    0    0"
"6474","2.37","0.1259411362",0,0,"0","SEDAN",2,"F","E",6,"01101    0    0    0"
"6475","1.06","0.0438056126",0,0,"0","HDTOP",4,"F","B",5,"01101    0    0    0"
"6476","1.12","0.1259411362",0,0,"0","HBACK",3,"M","B",4,"01101    0    0    0"
"6477","2.77","0.2026009582",0,0,"0","STNWG",3,"M","B",3,"01101    0    0    0"
"6478","0.76","0.2464065708",0,0,"0","SEDAN",4,"F","A",3,"01101    0    0    0"
"6479","1.58","0.1259411362",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"6480","1.649","0.052019165",0,0,"0","HBACK",1,"F","C",4,"01101    0    0    0"
"6481","2.32","0.8158795346",0,0,"0","SEDAN",2,"F","B",2,"01101    0    0    0"
"6482","0.81","0.7008898015",0,0,"0","SEDAN",3,"F","A",1,"01101    0    0    0"
"6483","0.44","0.1259411362",0,0,"0","HBACK",4,"F","D",6,"01101    0    0    0"
"6484","1.15","0.1259411362",0,0,"0","STNWG",4,"F","A",4,"01101    0    0    0"
"6485","1.13","0.1259411362",0,0,"0","HBACK",2,"F","B",6,"01101    0    0    0"
"6486","0.8","0.7419575633",0,0,"0","HBACK",4,"F","C",3,"01101    0    0    0"
"6487","3.52","0.462696783",0,0,"0","STNWG",2,"M","B",5,"01101    0    0    0"
"6488","4.9","0.1259411362",1,1,"278.22000408","SEDAN",1,"F","A",5,"01101    0    0    0"
"6489","0.81","0.8733744011",0,0,"0","SEDAN",3,"F","C",4,"01101    0    0    0"
"6490","1.28","0.1259411362",0,0,"0","STNWG",4,"F","F",3,"01101    0    0    0"
"6491","2.32","0.1259411362",0,0,"0","STNWG",3,"M","E",3,"01101    0    0    0"
"6492","0.19","0.8733744011",0,0,"0","HBACK",4,"F","C",6,"01101    0    0    0"
"6493","0.66","0.1697467488",0,0,"0","TRUCK",4,"F","C",2,"01101    0    0    0"
"6494","1.4","0.1259411362",1,1,"1100.1599998","HBACK",1,"F","A",4,"01101    0    0    0"
"6495","1.33","0.1259411362",0,0,"0","SEDAN",3,"F","A",4,"01101    0    0    0"
"6496","1.91","0.1259411362",0,0,"0","SEDAN",2,"F","E",3,"01101    0    0    0"
"6497","1.94","0.4845995893",0,0,"0","SEDAN",1,"M","C",6,"01101    0    0    0"
"6498","0.82","0.0301163587",0,0,"0","UTE",4,"M","B",5,"01101    0    0    0"
"6499","1.12","0.1259411362",0,0,"0","SEDAN",3,"M","A",4,"01101    0    0    0"
"6500","0.91","0.1259411362",0,0,"0","HBACK",3,"M","B",3,"01101    0    0    0"
"6501","1.55","0.1259411362",0,0,"0","HDTOP",3,"F","B",6,"01101    0    0    0"
"6502","2.46","0.4134154689",0,0,"0","STNWG",3,"M","C",3,"01101    0    0    0"
"6503","0.31","0.1259411362",0,0,"0","SEDAN",4,"F","D",6,"01101    0    0    0"
"6504","1.74","0.1259411362",0,0,"0","SEDAN",2,"M","C",4,"01101    0    0    0"
"6505","1.71","0.1259411362",0,0,"0","SEDAN",2,"F","D",6,"01101    0    0    0"
"6506","4","0.9993155373",1,1,"390","STNWG",3,"F","F",4,"01101    0    0    0"
"6507","4.13","0.8733744011",0,0,"0","STNWG",1,"F","B",3,"01101    0    0    0"
"6508","1.34","0.1259411362",0,0,"0","STNWG",4,"F","E",3,"01101    0    0    0"
"6509","1.58","0.1259411362",0,0,"0","HBACK",2,"M","C",2,"01101    0    0    0"
"6510","1.35","0.2135523614",0,0,"0","HBACK",1,"M","C",3,"01101    0    0    0"
"6511","0.95","0.7830253251",0,0,"0","SEDAN",4,"M","A",6,"01101    0    0    0"
"6512","0.36","0.8733744011",0,0,"0","SEDAN",4,"F","A",4,"01101    0    0    0"
"6513","1.09","0.1259411362",0,0,"0","HBACK",3,"F","C",5,"01101    0    0    0"
"6514","1.42","0.8021902806",0,0,"0","STNWG",4,"F","B",3,"01101    0    0    0"
"6515","1.49","0.9993155373",0,0,"0","SEDAN",3,"F","D",6,"01101    0    0    0"
"6516","2.21","0.1314168378",0,0,"0","TRUCK",3,"M","E",3,"01101    0    0    0"
"6517","1.41","0.1259411362",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"6518","3.56","0.1259411362",0,0,"0","UTE",1,"F","D",4,"01101    0    0    0"
"6519","1.17","0.1259411362",0,0,"0","STNWG",4,"M","A",4,"01101    0    0    0"
"6520","0.55","0.052019165",0,0,"0","HBACK",4,"F","B",4,"01101    0    0    0"
"6521","0.89","0.8158795346",0,0,"0","SEDAN",3,"F","C",4,"01101    0    0    0"
"6522","2.11","0.772073922",0,0,"0","STNWG",4,"M","D",2,"01101    0    0    0"
"6523","0.98","0.1259411362",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"6524","0.51","0.1259411362",0,0,"0","MIBUS",4,"F","B",6,"01101    0    0    0"
"6525","0.98","0.1259411362",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"6526","1.43","0.205338809",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"6527","2.25","0.1314168378",0,0,"0","SEDAN",3,"M","D",4,"01101    0    0    0"
"6528","1.71","0.3449691992",0,0,"0","STNWG",4,"F","A",3,"01101    0    0    0"
"6529","0.7","0.1259411362",0,0,"0","UTE",4,"M","E",3,"01101    0    0    0"
"6530","1.37","0.3805612594",0,0,"0","STNWG",4,"M","C",4,"01101    0    0    0"
"6531","0.8","0.1998631075",0,0,"0","STNWG",4,"M","A",4,"01101    0    0    0"
"6532","2.53","0.3039014374",0,0,"0","SEDAN",1,"F","D",3,"01101    0    0    0"
"6533","1.84","0.1259411362",0,0,"0","SEDAN",2,"M","A",6,"01101    0    0    0"
"6534","1.68","0.8733744011",0,0,"0","TRUCK",3,"M","A",4,"01101    0    0    0"
