"nocontrat";"no";"garantie";"cout";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"658";1157708;45660;"1RC";1128.12;0.04;"D";10;9;62;50;5;"D";82;13
"659";1157879;36920;"1RC";1049.48;0.6;"C";5;0;42;56;2;"E";53;13
"660";1158561;33518;"1RC";91.64;1;"D";6;6;26;112;1;"D";24;-1
"661";1158707;45807;"1RC";1128.12;1;"C";7;2;59;50;1;"E";24;13
"662";1158734;41055;"1RC";830.38;1;"D";6;1;29;60;1;"E";82;9
"663";1159733;41042;"1RC";1128.12;1;"D";6;15;57;71;5;"E";82;6
"664";1161205;31149;"1RC";1128.12;1;"C";6;4;28;75;5;"D";24;5
"665";1161884;40355;"1RC";26.63;0.76;"E";6;17;50;50;1;"E";93;13
"666";1161900;33071;"1RC";744.88;0.46;"A";7;0;52;50;2;"E";25;13
"667";1162983;44012;"1RC";699.61;1;"C";4;5;80;50;1;"E";24;13
"668";1163198;42508;"1RC";1647.84;0.61;"B";5;13;35;60;2;"D";24;9
"669";1164530;35176;"1RC";1128.12;0.43;"E";5;6;57;50;1;"E";53;13
"670";1165467;32416;"1RC";1128.12;0.86;"D";7;12;35;54;2;"D";82;11
"671";1166070;34969;"1RC";85.59;0.12;"E";5;2;28;95;2;"D";53;1
"672";1167250;35206;"1RC";1435.31;0.39;"C";4;10;50;54;6;"E";53;11
"673";1168866;47040;"1RC";1194.7;0.36;"A";6;7;50;50;1;"D";24;13
"674";1169947;32844;"1RC";380.11;1;"D";6;1;32;72;3;"E";25;6
"675";1171205;42857;"1RC";4520.61;1;"C";6;7;31;80;2;"D";52;4
"676";1171939;41436;"1RC";118.51;1;"E";10;5;53;80;5;"D";82;4
"677";1172920;38223;"1RC";1128.12;0.7;"F";6;13;45;50;1;"E";11;13
"678";1173684;39998;"1RC";1484.03;1;"E";6;6;68;50;4;"E";52;13
"679";1174789;40082;"1RC";1128.12;0.49;"A";7;1;35;62;10;"D";24;13
"680";1175037;35726;"1RC";444.53;1;"C";6;7;79;50;1;"D";53;13
"681";1175097;34438;"1RC";2381.05;0.72;"C";10;9;58;50;1;"E";82;13
"682";1175282;35669;"1RC";171.52;1;"E";5;3;59;50;5;"D";42;13
"683";1175344;31507;"1RC";1128;1;"A";6;11;21;62;6;"E";24;13
"684";1176124;39662;"1RC";1128;1;"E";6;18;84;62;1;"E";54;13
"685";1176741;42775;"1RC";2379.42;0.08;"D";5;8;47;50;2;"E";52;13
"686";1176991;42280;"1RC";1128.12;0.46;"E";6;9;52;50;3;"E";91;13
"687";1177067;48727;"1RC";83.85;0.87;"B";7;5;53;50;1;"E";24;13
"688";1177940;33948;"1RC";1128.12;1;"A";6;5;61;52;5;"E";24;13
"689";1178335;35367;"1RC";3408.68;0.41;"B";5;12;22;100;2;"E";52;0
"690";1178433;42874;"1RC";63.86;1;"E";6;1;30;68;3;"D";52;7
"691";1178819;40198;"1RC";1128.12;0.97;"D";4;14;44;50;2;"E";24;13
"692";1179077;34651;"1RC";1128;0.9;"C";6;5;49;52;5;"E";74;13
"693";1179409;35937;"1RC";584.8;0.55;"B";6;5;49;56;2;"D";53;13
"694";1179933;100243;"1RC";1129.9;0.49;"E";8;7;61;50;2;"E";93;13
"695";1180278;100083;"1RC";3895.8;0.49;"D";6;8;26;106;6;"D";91;-1
"696";1180781;100435;"1RC";6734.3;0.91;"A";5;3;36;50;1;"D";73;13
"697";1180802;99954;"1RC";3359.82;0.99;"D";5;5;35;76;13;"D";91;5
"698";1181119;100127;"1RC";2094.95;0.5;"D";7;16;25;125;1;"D";93;-1
"699";1181182;100055;"1RC";1083.42;0.4;"D";10;14;62;68;12;"E";93;7
"700";1181523;100091;"1RC";1568.06;0.44;"D";8;11;33;68;10;"D";93;7
"701";1181710;100012;"1RC";6860.21;0.52;"D";5;6;75;57;1;"E";73;10
"702";1181933;100100;"1RC";1072.26;0.43;"E";7;3;37;112;1;"E";72;-1
"703";1182955;100148;"1RC";483.82;0.93;"D";5;7;29;72;3;"D";24;6
"704";1183043;100338;"1RC";1602.64;0.5;"E";4;4;56;65;4;"D";93;7
"705";1183265;100295;"1RC";1662.53;0.5;"E";7;6;51;50;2;"E";72;13
"706";1183758;99980;"1RC";72.93;1;"E";7;11;41;50;2;"D";93;13
"707";1185035;101617;"1RC";725.28;1;"E";6;12;66;50;12;"E";93;13
"708";1185044;100231;"1RC";80.22;0.5;"E";6;4;31;100;6;"E";11;0
"709";1185177;100677;"1RC";2920.67;0.48;"E";8;11;36;67;3;"E";93;7
"710";1186544;100448;"1RC";597.2;0.5;"C";4;3;42;56;2;"D";82;13
"711";1186664;101728;"1RC";2169.63;0.5;"E";6;8;41;50;4;"D";72;13
"712";1186681;100539;"1RC";3656.58;0.5;"C";4;2;31;85;2;"E";91;3
"713";1186988;100606;"1RC";295.82;0.29;"C";7;8;68;50;1;"D";52;13
"714";1187041;100721;"1RC";1373.66;1.05;"C";6;11;53;50;1;"D";93;13
"715";1187285;100348;"1RC";6156.66;0.28;"F";6;6;30;100;2;"D";11;0
"716";1188085;99977;"1RC";2767.52;0.96;"C";9;10;48;67;1;"E";93;7
"717";1188339;101814;"1RC";357.37;1;"E";7;13;61;52;2;"E";91;13
"718";1188747;100403;"1RC";1073.24;1.03;"A";8;14;66;72;2;"E";91;6
"719";1189072;100014;"1RC";350.61;0.49;"D";4;18;33;76;1;"E";93;5
"720";1189072;100015;"1RC";682.57;0.49;"D";4;18;33;76;1;"E";93;5
"721";1189149;100554;"1RC";904.41;0.49;"C";7;11;37;80;12;"E";93;4
"722";1189540;100610;"1RC";1215.17;0.44;"C";7;2;41;50;3;"D";82;13
"723";1190073;100452;"1RC";1915.02;0.94;"E";7;2;76;50;12;"E";82;13
"724";1190157;100346;"1RC";4666.65;0.83;"D";7;4;48;50;2;"E";93;13
"725";1190948;101928;"1RC";565.75;0.49;"E";7;3;64;60;3;"D";91;9
"726";1192240;100740;"1RC";265.08;0.93;"C";9;10;31;60;3;"E";31;9
"727";1192398;100958;"1RC";7000;0.49;"D";6;9;55;51;3;"D";93;12
"728";1192823;103550;"1RC";1759.59;1;"C";5;1;57;50;2;"E";11;13
"729";1193182;101781;"1RC";60.53;0.67;"D";7;4;53;50;3;"D";73;13
"730";1193425;100759;"1RC";386.16;0.9;"C";7;1;48;50;1;"E";73;13
"731";1193709;101433;"1RC";1688.6;0.5;"E";7;9;41;50;1;"E";93;13
"732";1194371;102040;"1RC";298.25;0.59;"D";6;10;47;50;2;"D";93;13
"733";1195211;101926;"1RC";1384.02;1;"E";5;3;60;50;5;"E";93;13
"734";1195233;103521;"1RC";1865.01;1;"F";8;13;32;72;1;"D";11;6
"735";1195376;101595;"1RC";1352.6;0.49;"E";4;10;47;65;3;"D";23;7
"736";1195472;101282;"1RC";155.34;0.23;"D";5;0;32;76;2;"D";93;5
"737";1195824;104152;"1RC";106;1;"E";4;3;61;50;3;"D";93;13
"738";1195911;100905;"1RC";793.89;0.08;"C";7;0;51;50;1;"D";91;13
"739";1196114;100047;"1RC";4436.44;0.08;"E";5;1;25;76;10;"D";93;5
"740";1196630;101473;"1RC";794.63;0.46;"D";5;4;56;50;5;"D";93;13
"741";1196753;100939;"1RC";79.31;0.47;"E";5;0;26;90;1;"D";24;2
"742";1196753;100986;"1RC";136.02;0.47;"E";5;0;26;90;1;"D";24;2
"743";1196753;100987;"1RC";1053.94;0.47;"E";5;0;26;90;1;"D";24;2
"744";1198137;100371;"1RC";1241.95;1;"E";6;10;72;50;1;"D";82;13
"745";1198759;102092;"1RC";329.5;0.97;"D";7;5;35;50;2;"E";73;13
"746";2000414;16611;"1RC";540.36;0.87;"D";6;1;76;50;12;"E";72;13
"747";2001075;15688;"1RC";1172;0.87;"F";10;2;67;50;12;"E";11;13
"748";2002145;15493;"1RC";356.68;0.8;"E";6;10;26;106;12;"E";24;-1
"749";2002740;16385;"1RC";1172;0.71;"D";6;2;47;50;12;"E";22;13
"750";2002749;15258;"1RC";5469.68;0.71;"C";7;2;51;50;12;"D";93;13
"751";2002749;15259;"1RC";5496.92;0.71;"C";7;2;51;50;12;"D";93;13
"752";2005815;16277;"1RC";802.28;0.36;"E";6;4;28;90;12;"E";82;2
"753";2005815;16278;"1RC";76;0.36;"E";6;4;28;90;12;"E";82;2
"754";2006136;14841;"1RC";1172;0.61;"A";7;2;47;50;12;"D";82;13
"755";2006275;15096;"1RC";1172;0.61;"B";4;2;31;68;12;"E";11;7
"756";2006941;14654;"1RC";1172;0.7;"D";5;2;71;50;12;"E";11;13
"757";2007853;14581;"1RC";1172;0.78;"E";10;2;53;50;12;"E";11;13
"758";2009138;15979;"1RC";1172;0.95;"D";7;2;39;50;12;"D";93;13
"759";2009456;14986;"1RC";1400;0.95;"D";5;1;28;125;12;"E";31;-1
"760";2010627;14830;"1RC";556.14;0.96;"C";7;4;47;50;12;"D";82;13
"761";2010627;14831;"1RC";822.57;0.96;"C";7;4;47;50;12;"D";82;13
"762";2010627;15892;"1RC";1172;0.96;"C";7;4;47;50;12;"D";82;13
"763";2011234;15490;"1RC";1172;0.21;"D";4;0;28;80;12;"D";31;4
"764";2011491;16535;"1RC";2108.49;0.87;"D";5;3;54;50;1;"E";91;13
"765";2011491;16537;"1RC";1204;0.87;"D";5;3;54;50;1;"E";91;13
"766";2013456;15613;"1RC";406.64;0.71;"E";11;1;77;50;12;"D";93;13
"767";2013456;15614;"1RC";1172;0.71;"E";11;1;77;50;12;"D";93;13
"768";2013456;16353;"1RC";1172;0.71;"E";11;1;77;50;12;"D";93;13
"769";2014394;14239;"1RC";1172;0.18;"C";5;9;50;50;4;"D";94;13
"770";2015655;16854;"1RC";556.14;0.47;"A";4;3;28;85;12;"E";82;3
"771";2015655;16855;"1RC";459.93;0.47;"A";4;3;28;85;12;"E";82;3
"772";2016199;16121;"1RC";1172;0.54;"F";8;4;50;85;12;"E";11;3
"773";2016246;15243;"1RC";1172;0.63;"C";10;3;39;50;12;"D";31;13
"774";2016850;14790;"1RC";2953.77;0.15;"F";7;1;36;50;12;"D";11;13
"775";2017328;15816;"1RC";1172;0.46;"E";10;1;32;51;12;"E";93;12
"776";2018098;16940;"1RC";1172;0.61;"B";5;10;39;85;5;"E";93;3
"777";2018296;14950;"1RC";586;0.61;"F";5;1;41;50;12;"E";11;13
"778";2018473;14635;"1RC";1172;0.61;"E";7;2;60;50;12;"D";82;13
"779";2020031;16703;"1RC";1110.69;0.21;"E";7;1;33;80;12;"E";93;4
"780";2021568;15535;"1RC";586;0.95;"C";6;7;41;50;2;"D";93;13
"781";2022004;14519;"1RC";1172;0.95;"C";6;1;52;50;1;"E";91;13
"782";2024593;15659;"1RC";1172;0.38;"B";6;0;42;50;12;"D";22;13
"783";2025093;15700;"1RC";586;0.66;"D";4;0;25;100;12;"E";31;0
"784";2026207;16987;"1RC";1172;0.6;"B";6;0;64;64;12;"D";93;8
"785";2026939;16538;"1RC";84.92;0.66;"F";7;8;52;50;4;"E";11;13
"786";2027150;16219;"1RC";5372.15;0.65;"F";4;1;28;60;12;"D";11;9
"787";2027373;15959;"1RC";1172;0.58;"C";9;8;23;90;1;"E";31;2
"788";2036127;15942;"1RC";556.14;0.07;"A";11;0;36;50;12;"D";74;13
"789";2046802;51652;"1RC";1172;0.41;"C";6;14;48;50;1;"D";25;13
"790";2047295;58940;"1RC";1172;1;"C";12;5;64;50;12;"D";53;13
"791";2048731;57255;"1RC";4367.81;0.26;"A";7;7;74;50;2;"E";24;13
"792";2049031;67167;"1RC";1172;1;"A";7;18;59;50;2;"D";24;13
"793";2049795;54661;"1RC";1172;1;"B";4;12;80;62;1;"E";24;13
"794";2051208;54018;"1RC";96.05;1;"A";6;10;37;57;1;"D";23;10
"795";2051208;54033;"1RC";63.76;1;"A";6;10;37;57;1;"D";23;10
"796";2051988;57292;"1RC";1172;0.37;"B";6;15;47;50;6;"E";24;13
"797";2052958;65278;"1RC";1034.89;1;"A";5;11;47;50;2;"D";74;13
"798";2053375;59260;"1RC";1172;1;"C";7;13;33;118;4;"E";52;-1
"799";2054815;60215;"1RC";5763.62;0.93;"A";6;3;60;50;2;"E";24;13
"800";2054970;57714;"1RC";1172;1;"B";7;11;55;50;1;"E";52;13
"801";2055085;63561;"1RC";1172;1;"D";10;11;47;50;2;"D";53;13
"802";2055115;63596;"1RC";1396.49;1;"C";4;5;47;50;1;"E";53;13
"803";2055645;63456;"1RC";721.04;0.58;"C";7;15;36;80;4;"E";53;4
"804";2055918;65031;"1RC";1172;1;"B";9;16;35;50;11;"E";24;13
"805";2056875;62029;"1RC";5659.32;1;"D";8;5;58;64;10;"D";54;8
"806";2057473;64263;"1RC";1172;0.99;"B";10;11;28;85;6;"E";54;3
"807";2057792;54061;"1RC";1172;1;"D";8;13;82;102;11;"E";54;-1
"808";2057918;53553;"1RC";64.97;0.7;"C";6;22;42;50;1;"E";24;13
"809";2058046;52081;"1RC";300.61;1;"B";7;20;63;50;2;"E";24;13
"810";2058965;62354;"1RC";389.87;1;"C";10;3;42;55;3;"D";24;13
"811";2059520;62578;"1RC";1952.24;0.53;"D";8;3;51;53;3;"E";24;13
"812";2060859;57950;"1RC";1172;0.39;"C";7;7;73;50;4;"E";24;13
"813";2061683;63117;"1RC";1172;0.74;"D";7;12;46;50;2;"D";82;13
"814";2061980;57458;"1RC";1172;0.12;"B";4;18;74;60;1;"E";82;9
"815";2062001;57581;"1RC";1172;1;"C";8;12;51;50;13;"E";82;13
"816";2063610;55520;"1RC";4320.44;1;"A";6;1;75;50;2;"D";23;13
"817";2063620;55492;"1RC";1172;1;"D";4;10;32;80;4;"E";24;4
"818";2065645;58973;"1RC";1172;0.25;"C";7;6;50;50;5;"D";53;13
"819";2065663;58920;"1RC";1172;1;"E";8;3;63;65;2;"D";53;7
"820";2066108;65540;"1RC";6295.77;0.63;"A";8;6;34;62;2;"D";24;13
"821";2066490;67815;"1RC";5662.86;0.33;"B";5;12;36;62;6;"D";82;13
"822";2066929;59070;"1RC";1205.62;0.62;"E";6;6;42;50;2;"D";53;13
"823";2067261;61586;"1RC";931.59;0.98;"C";7;12;38;50;12;"D";52;13
"824";2068770;62858;"1RC";1172;0.81;"C";5;12;32;90;1;"E";11;2
"825";2069898;54710;"1RC";159.43;0.99;"B";6;3;76;68;12;"D";24;7
"826";2070741;60850;"1RC";167.28;1;"B";15;10;40;50;5;"E";24;13
"827";2071754;58780;"1RC";1172;0.18;"E";5;8;42;62;12;"D";72;13
"828";2071838;58658;"1RC";2926.38;1;"B";8;8;53;50;1;"D";24;13
"829";2072194;54315;"1RC";1172;1;"C";5;13;50;68;5;"D";53;7
"830";2073388;58048;"1RC";4100;0.99;"C";5;18;62;50;2;"E";53;13
"831";2074504;56073;"1RC";1257.1;1;"D";6;5;50;55;5;"E";25;13
"832";2075018;52919;"1RC";1172;1;"E";5;6;57;58;5;"D";72;13
"833";2075366;51022;"1RC";2600;1;"C";5;8;28;100;3;"D";82;0
"834";2075668;61713;"1RC";1847.03;0.42;"E";5;1;77;50;1;"E";93;13
"835";2076218;67198;"1RC";70;1;"E";6;9;71;50;2;"D";93;13
"836";2076532;53188;"1RC";258.62;1;"F";6;6;60;50;12;"E";11;13
"837";2076791;66500;"1RC";1172;1;"D";6;14;33;67;1;"E";82;7
"838";2077166;66284;"1RC";1871.95;0.08;"D";8;1;68;50;3;"D";82;13
"839";2077182;66384;"1RC";584.15;0.8;"C";6;11;31;60;1;"D";82;9
"840";2077404;60623;"1RC";1172;1;"E";6;4;33;118;3;"D";11;-1
"841";2077666;60750;"1RC";1172;0.53;"C";7;7;52;95;1;"D";91;1
"842";2078281;56262;"1RC";1172;0.82;"C";8;1;49;50;2;"D";82;13
"843";2078475;56143;"1RC";1563.77;1;"C";7;1;34;78;2;"E";82;4
"844";2078929;66144;"1RC";1172;0.53;"D";11;11;47;85;1;"D";93;3
"845";2080009;65265;"1RC";1172;1;"C";5;12;36;67;3;"E";74;7
"846";2080118;65213;"1RC";1172;1;"C";7;2;37;50;6;"D";74;13
"847";2080204;57146;"1RC";2282;0.64;"C";7;9;55;50;11;"D";23;13
"848";2080334;57173;"1RC";186.27;0.75;"C";7;6;39;50;1;"D";31;13
"849";2080727;58469;"1RC";1172;1;"D";12;10;58;58;13;"E";52;13
"850";2081347;61777;"1RC";73.18;0.46;"C";6;1;67;50;1;"E";93;13
"851";2081504;61892;"1RC";80.8;1;"E";6;7;82;50;2;"E";93;13
"852";2082434;55919;"1RC";1172;1;"E";7;4;45;50;2;"E";42;13
"853";2082754;61663;"1RC";1172;0.65;"B";8;6;65;100;10;"D";11;0
"854";2082920;51763;"1RC";1172;0.96;"D";5;8;58;50;13;"D";25;13
"855";2083147;51338;"1RC";1172;0.53;"E";7;12;29;68;1;"E";82;7
"856";2083404;65841;"1RC";19281.82;0.07;"D";5;4;24;125;2;"D";54;-1
"857";2083458;58506;"1RC";798.05;0.75;"C";10;11;56;51;2;"D";54;12
"858";2083547;63764;"1RC";4100.03;0.38;"E";8;10;36;64;4;"E";82;8
"859";2083903;66805;"1RC";1172;1;"D";7;10;40;50;1;"D";31;13
"860";2084552;52302;"1RC";1172;1;"C";6;12;26;80;1;"D";24;4
"861";2084649;51939;"1RC";226.7;0.98;"C";6;4;33;50;2;"D";43;13
"862";2084939;52560;"1RC";1172;0.3;"B";4;10;34;50;2;"D";53;13
"863";2085036;52548;"1RC";1172;0.98;"D";7;13;52;50;2;"E";53;13
"864";2085716;55662;"1RC";1172;1;"A";6;5;46;50;5;"D";24;13
"865";2085832;55600;"1RC";1172;1;"A";6;15;43;72;2;"D";24;6
"866";2086362;56008;"1RC";2885.07;0.88;"C";5;3;57;50;2;"D";41;13
"867";2086702;66213;"1RC";1172;0.75;"A";7;13;64;58;10;"D";24;13
"868";2086931;55413;"1RC";1124.71;1;"C";10;8;52;52;11;"D";53;13
"869";2088421;59938;"1RC";1172;0.52;"D";5;5;24;100;3;"D";24;0
"870";2088422;59960;"1RC";1578.23;0.29;"D";5;5;24;100;3;"D";24;0
"871";2089107;64722;"1RC";1172;1;"D";6;8;64;50;1;"D";52;13
"872";2090215;53754;"1RC";1313.14;1;"B";12;3;44;62;12;"D";53;13
"873";2090324;53829;"1RC";1172;1;"C";7;6;43;62;2;"D";53;13
"874";2091340;53545;"1RC";1172;1;"F";9;2;33;64;1;"E";11;8
"875";2091766;50999;"1RC";236.18;0.71;"E";9;1;52;50;10;"D";82;13
"876";2092876;57691;"1RC";433.54;0.44;"C";7;13;65;50;1;"E";52;13
"877";2093452;64802;"1RC";1172;0.18;"C";7;14;35;95;1;"E";24;1
"878";2093823;58932;"1RC";1781.99;0.23;"B";5;9;45;50;6;"E";53;13
"879";2094286;64403;"1RC";15;1;"A";8;14;43;52;1;"D";24;13
"880";2094816;51914;"1RC";1172;1;"B";6;9;31;112;1;"D";24;-1
"881";2094995;52241;"1RC";915.61;0.81;"B";6;12;36;50;1;"D";24;13
"882";2095022;52159;"1RC";2750;0.43;"A";6;9;30;95;1;"D";24;1
"883";2095190;60593;"1RC";158.32;1;"F";5;1;20;85;2;"D";11;3
"884";2097600;54860;"1RC";1172;0.67;"A";5;7;55;50;5;"D";26;13
"885";2098204;65557;"1RC";1172;0.52;"B";5;3;24;100;2;"D";24;0
"886";2099531;55798;"1RC";6131.88;0.51;"C";5;12;51;125;3;"E";24;-1
"887";2101195;53471;"1RC";1172;0.75;"D";6;15;61;50;1;"D";24;13
"888";2101778;52954;"1RC";1172;0.36;"B";6;11;49;50;13;"E";72;13
"889";2102186;57991;"1RC";1172;1;"B";7;9;34;63;2;"E";24;13
"890";2102527;56195;"1RC";131.75;0.63;"C";5;7;36;98;13;"D";82;0
"891";2102545;56209;"1RC";98.32;1;"D";6;13;48;50;1;"E";82;13
"892";2102545;56156;"1RC";169.47;1;"D";6;13;48;50;1;"E";82;13
"893";2102594;56171;"1RC";1172;0.96;"C";7;1;42;71;3;"D";82;6
"894";2103511;51399;"1RC";1172;1;"E";6;7;50;70;13;"D";82;6
"895";2103551;51376;"1RC";1172;0.21;"E";4;13;28;76;3;"D";82;5
"896";2103849;65684;"1RC";84.32;0.52;"D";9;10;24;90;11;"E";82;2
"897";2103877;65772;"1RC";690.26;0.82;"B";10;22;56;64;10;"D";82;8
"898";2103881;65711;"1RC";1172;1;"D";7;12;50;62;3;"E";82;13
"899";2104226;50320;"1RC";3478.84;1;"B";4;4;24;68;3;"D";31;7
"900";2104999;62446;"1RC";1172;0.86;"D";5;18;54;50;2;"E";82;13
"901";2105055;58176;"1RC";348.19;1;"C";5;6;42;50;2;"E";24;13
"902";2105071;58119;"1RC";251.36;0.74;"A";5;3;23;90;1;"D";24;2
"903";2105656;67227;"1RC";6.27;1;"E";7;10;71;67;2;"E";93;7
"904";2106441;57025;"1RC";71.1;1;"C";9;1;19;90;2;"E";82;2
"905";2106453;56998;"1RC";3172;0.9;"E";7;13;20;100;1;"E";82;0
"906";2106481;53648;"1RC";1350.27;0.88;"E";8;11;28;60;2;"D";53;9
"907";2107112;63259;"1RC";586;0.32;"A";4;10;21;112;2;"E";72;-1
"908";2107779;64220;"1RC";9330.43;0.86;"D";7;9;50;50;1;"D";54;13
"909";2108244;60041;"1RC";74.15;0.32;"C";7;14;37;50;11;"D";24;13
"910";2108570;60244;"1RC";790.88;0.16;"A";7;20;46;50;2;"E";93;13
"911";2108639;60282;"1RC";149.38;1;"E";5;8;47;62;4;"E";93;13
"912";2108810;63070;"1RC";76.22;1;"F";9;8;30;51;1;"E";11;12
"913";2109280;56485;"1RC";1172;0.65;"E";4;15;57;50;1;"E";82;13
"914";2109429;60618;"1RC";784.58;0.19;"D";6;9;29;72;3;"D";41;6
"915";2109925;65903;"1RC";1172;0.93;"D";4;3;65;50;1;"E";93;13
"916";2110318;62544;"1RC";1172;1;"D";14;11;43;72;5;"E";53;6
"917";2110540;52456;"1RC";195.7;1;"A";5;2;43;50;1;"D";24;13
"918";2110648;52401;"1RC";1172;1;"E";10;2;27;100;1;"E";82;0
"919";2111272;55333;"1RC";1172;1;"B";10;12;42;50;2;"D";53;13
"920";2111297;51124;"1RC";1172;1;"C";4;11;42;62;2;"E";82;13
"921";2111422;50917;"1RC";1172;0.42;"C";11;2;46;77;12;"E";82;4
"922";2111428;50923;"1RC";3610.5;1;"C";5;2;56;50;2;"E";82;13
"923";2112621;51436;"1RC";1172;0.1;"A";8;11;52;50;12;"E";93;13
"924";2114546;59737;"1RC";76.5;0.91;"E";13;2;42;50;10;"E";82;13
"925";2116174;56787;"1RC";1172;1;"E";7;3;53;58;1;"E";82;13
"926";2116328;52858;"1RC";2860.12;1;"D";7;4;42;50;1;"E";72;13
"927";2116696;58897;"1RC";1880.26;0.97;"C";8;12;38;53;12;"E";24;13
"928";2117092;56109;"1RC";2854.21;1;"D";10;12;52;50;3;"E";41;13
"929";2117280;55960;"1RC";12004.23;1;"E";5;1;26;112;2;"D";42;-1
"930";2117712;60231;"1RC";1172;0.58;"C";6;13;22;147;1;"D";26;-1
"931";2118519;57547;"1RC";106.48;0.78;"C";7;4;30;72;1;"E";82;6
"932";2118682;57579;"1RC";1172;0.32;"C";7;1;45;50;1;"E";82;13
"933";2118934;59094;"1RC";76.06;1;"C";10;4;50;58;5;"D";53;13
"934";2118934;59095;"1RC";1172;1;"C";10;4;50;58;5;"D";53;13
"935";2119257;57213;"1RC";1172;1;"C";4;2;39;71;2;"D";93;6
"936";2119381;57324;"1RC";1172;0.76;"B";6;7;22;100;2;"D";24;0
"937";2120029;64724;"1RC";6660.03;0.01;"D";5;0;32;50;2;"E";52;13
"938";2120180;50175;"1RC";8854.35;1;"B";5;15;47;63;1;"E";72;13
"939";2120449;55093;"1RC";586;1;"A";7;2;70;53;1;"E";26;13
"940";2120715;63392;"1RC";2560.97;1;"C";13;22;42;50;10;"D";53;13
"941";2121315;51375;"1RC";1655.82;1;"C";6;2;43;50;5;"E";82;13
"942";2121661;67232;"1RC";443.12;0.46;"C";9;11;53;50;1;"E";93;13
"943";2122883;57728;"1RC";1990.16;0.07;"D";4;13;37;76;3;"D";52;5
"944";2123140;55554;"1RC";1172;1;"A";4;8;44;62;3;"E";24;13
"945";2123537;65984;"1RC";1172;0.4;"E";5;6;63;50;2;"E";93;13
"946";2123670;53793;"1RC";1172;0.84;"B";11;10;57;71;1;"E";53;6
"947";2124072;60344;"1RC";1172;0.4;"A";6;2;34;50;1;"D";22;13
"948";2124549;50967;"1RC";1181.81;0.72;"C";7;8;27;90;1;"E";82;2
"949";2124931;56669;"1RC";1172;0.16;"C";5;7;30;85;4;"E";82;3
"950";2125087;66467;"1RC";1172;0.95;"D";7;2;37;76;2;"D";82;5
"951";2125519;52776;"1RC";1582.05;0.64;"C";4;3;45;50;1;"E";24;13
"952";2125630;66859;"1RC";283.58;1;"D";5;14;59;62;2;"E";31;13
"953";2125675;66838;"1RC";1172;0.63;"B";8;5;31;58;6;"D";31;13
"954";2125818;62652;"1RC";3556.57;1;"A";4;7;49;58;2;"E";24;13
"955";2125908;62717;"1RC";1610.39;0.49;"E";6;7;60;60;1;"D";24;9
"956";2126398;59775;"1RC";4308.77;0.73;"E";7;9;78;50;1;"E";82;13
"957";2127277;67384;"1RC";760.09;1;"C";6;12;43;50;1;"D";31;13
"958";2129249;66343;"1RC";1172;0.49;"E";6;5;37;100;3;"D";93;0
"959";2129454;66394;"1RC";1172;0.13;"D";4;15;20;100;1;"E";82;0
"960";2129756;55722;"1RC";1172;0.14;"B";7;13;25;95;11;"E";53;1
"961";2130184;52897;"1RC";76;1;"A";6;9;42;50;6;"D";72;13
"962";2130349;67641;"1RC";1918.25;0.98;"E";6;1;55;50;2;"E";93;13
"963";2130440;61817;"1RC";1115.47;1;"E";6;5;37;50;4;"E";93;13
"964";2131120;59331;"1RC";540.66;0.1;"D";4;13;26;100;6;"E";82;0
"965";2131498;54889;"1RC";1172;1;"E";8;2;86;87;4;"E";93;2
"966";2131962;63771;"1RC";457.88;0.27;"E";4;10;81;80;1;"E";82;4
"967";2132229;66672;"1RC";1172;1;"D";9;1;33;50;10;"E";54;13
"968";2132602;61242;"1RC";85.65;1;"E";5;4;36;50;4;"D";52;13
"969";2133366;57837;"1RC";9242.41;0.68;"D";7;14;19;100;2;"E";24;0
"970";2133803;64601;"1RC";591.08;0.18;"D";7;8;21;100;2;"E";74;0
"971";2134753;51546;"1RC";1172;0.2;"D";10;13;42;50;2;"D";93;13
"972";2134853;51566;"1RC";1172;0.61;"C";6;0;51;50;1;"D";93;13
"973";2135738;67522;"1RC";5402.37;0.21;"D";6;8;27;100;2;"D";24;0
"974";2135783;67535;"1RC";2463.22;0.37;"D";5;12;31;100;12;"D";24;0
"975";2136842;62360;"1RC";1172;0.49;"A";5;6;31;54;1;"D";24;11
"976";2136965;54194;"1RC";76.01;0.81;"E";6;7;38;60;1;"D";91;9
"977";2137258;59544;"1RC";3263.88;0.25;"E";9;7;53;50;2;"E";82;13
"978";2137378;59537;"1RC";586;0.92;"D";5;0;36;95;3;"D";82;1
"979";2139351;52445;"1RC";2672;0.13;"D";6;6;41;50;1;"D";24;13
"980";2139504;52505;"1RC";2257.57;0.02;"C";15;0;20;95;12;"E";83;1
"981";2141321;51385;"1RC";691.52;0.16;"E";8;2;54;50;3;"D";82;13
"982";2142029;58116;"1RC";1172;0.09;"B";6;15;59;62;2;"E";54;13
"983";2142293;64489;"1RC";229.28;0.65;"A";5;0;37;50;1;"D";24;13
"984";2142545;50299;"1RC";738.53;0.18;"B";5;14;42;100;2;"D";72;0
"985";2143052;50887;"1RC";1172;0.28;"B";5;1;67;50;2;"D";54;13
"986";2146015;64856;"1RC";1172;0.49;"A";6;11;52;67;2;"D";24;7
