"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region";"nbre"
"19471";2126782;1;"C";4;5;62;50;1;"E";24;13;0
"19472";2126820;0.21;"B";4;2;21;147;1;"E";24;-1;0
"19473";2126826;0.15;"C";7;11;37;50;13;"D";24;13;0
"19474";2126838;0.5;"D";6;5;29;60;2;"D";24;9;0
"19475";2126900;1;"D";8;10;49;50;4;"E";24;13;0
"19476";2126915;1;"B";5;4;37;50;5;"E";24;13;0
"19477";2126923;1;"C";5;17;24;85;5;"E";24;3;0
"19478";2126944;0.32;"C";6;1;34;51;12;"D";24;12;0
"19479";2126976;1;"A";8;12;62;50;10;"E";24;13;0
"19480";2126983;1;"D";5;11;38;50;1;"E";24;13;0
"19481";2126992;0.44;"D";5;15;28;90;2;"E";24;2;0
"19482";2127034;1;"C";11;11;42;50;2;"E";52;13;0
"19483";2127052;0.99;"D";6;6;36;50;5;"D";52;13;0
"19484";2127060;0.6;"C";6;8;65;50;2;"D";52;13;0
"19485";2127078;0.75;"C";8;7;31;54;3;"E";52;11;0
"19486";2127090;0.73;"D";5;15;54;50;1;"E";52;13;0
"19487";2127097;1;"C";5;15;31;51;2;"E";52;12;0
"19488";2127101;1;"E";6;17;48;50;10;"D";52;13;0
"19489";2127109;0.01;"E";7;6;37;50;1;"E";93;13;0
"19490";2127146;1;"D";4;6;50;50;5;"E";31;13;0
"19491";2127253;0.15;"A";4;14;53;50;4;"D";31;13;0
"19492";2127256;0.00547945205479452;"C";5;5;23;90;2;"E";31;2;0
"19493";2127277;1;"C";6;12;43;50;1;"D";31;13;1
"19494";2127284;0.51;"D";6;13;53;50;1;"D";31;13;0
"19495";2127341;0.72;"C";6;5;26;90;3;"E";31;2;0
"19496";2127358;0.57;"D";10;17;44;100;5;"D";31;0;0
"19497";2127361;0.24;"C";5;13;30;100;5;"E";31;0;0
"19498";2127377;0.00273972602739726;"C";4;4;26;72;1;"E";31;6;0
"19499";2127560;0.83;"A";4;14;40;61;6;"E";22;13;0
"19500";2127564;1;"D";7;9;25;95;1;"E";53;1;0
"19501";2127568;0.11;"B";11;12;47;54;10;"D";53;11;0
"19502";2127589;0.00273972602739726;"C";6;7;53;50;3;"E";53;13;0
"19503";2127590;0.84;"C";6;7;53;50;3;"E";53;13;0
"19504";2127614;0.76;"C";6;8;47;50;2;"E";53;13;0
"19505";2127634;0.35;"E";7;13;48;50;1;"E";53;13;0
"19506";2127673;0.71;"C";6;4;51;50;1;"D";53;13;0
"19507";2127706;0.18;"C";5;1;43;50;2;"D";53;13;0
"19508";2127715;0.65;"C";7;8;38;50;1;"E";53;13;0
"19509";2127718;0.65;"D";5;10;23;90;6;"E";72;2;0
"19510";2127766;0.48;"E";10;12;38;54;2;"D";53;11;0
"19511";2127792;0.44;"B";7;0;50;50;1;"D";53;13;0
"19512";2127804;0.38;"C";7;8;44;50;2;"D";53;13;0
"19513";2127819;0.32;"C";6;15;24;72;2;"D";53;6;0
"19514";2127833;0.76;"E";6;13;56;52;2;"D";93;13;0
"19515";2127844;0.73;"B";5;5;54;50;1;"D";93;13;0
"19516";2127864;1;"E";7;6;49;50;6;"E";93;13;0
"19517";2127884;1;"D";4;21;56;50;2;"E";93;13;0
"19518";2127902;0.99;"E";6;17;65;62;1;"D";93;13;0
"19519";2127936;1;"D";4;20;53;50;1;"E";93;13;0
"19520";2127939;1;"E";4;12;42;50;1;"E";93;13;0
"19521";2127959;0.9;"E";6;2;61;50;1;"D";93;13;0
"19522";2128003;1;"E";4;5;57;50;1;"E";93;13;0
"19523";2128009;0.04;"E";7;2;39;50;6;"D";93;13;0
"19524";2128036;0.97;"E";6;7;44;59;12;"D";93;13;0
"19525";2128084;0.14;"A";6;0;82;50;2;"D";72;13;0
"19526";2128096;0.03;"A";8;9;50;50;10;"D";72;13;0
"19527";2128097;0.04;"A";8;9;50;50;10;"D";72;13;0
"19528";2128110;0.02;"C";6;9;20;90;3;"D";72;2;0
"19529";2128180;0.72;"D";5;11;34;60;5;"D";91;9;0
"19530";2128181;0.41;"D";10;9;33;50;11;"D";91;13;0
"19531";2128186;1;"C";6;1;64;50;1;"E";91;13;0
"19532";2128211;0.99;"C";5;13;50;50;2;"D";91;13;0
"19533";2128223;0.23;"C";4;10;46;56;1;"E";91;13;0
"19534";2128232;0.9;"C";4;16;32;50;1;"E";91;13;0
"19535";2128244;0.36;"E";4;15;50;50;5;"E";91;13;0
"19536";2128395;0.71;"E";8;13;53;50;14;"D";91;13;0
"19537";2128486;0.38;"C";9;8;39;100;2;"E";91;0;0
"19538";2128546;0.99;"C";5;4;41;50;1;"E";53;13;0
"19539";2128575;0.8;"C";5;2;43;100;3;"D";53;0;0
"19540";2128606;0.46;"C";9;16;48;50;1;"E";53;13;0
"19541";2128633;0.67;"A";6;11;42;64;2;"D";22;8;0
"19542";2128655;0.48;"B";6;0;55;50;4;"D";53;13;0
"19543";2128661;0.23;"E";7;4;50;50;12;"D";11;13;0
"19544";2128676;0.62;"C";5;2;49;52;10;"D";11;13;0
"19545";2128720;0.48;"C";4;0;47;50;2;"D";53;13;0
"19546";2128734;0.43;"C";4;0;65;50;1;"E";53;13;0
"19547";2128741;0.26;"C";13;22;24;85;10;"D";53;3;0
"19548";2128752;0.04;"C";5;8;73;50;2;"E";53;13;0
"19549";2128753;0.2;"C";5;8;73;50;2;"E";53;13;0
"19550";2128787;0.44;"C";7;1;35;50;11;"D";53;13;0
"19551";2128790;0.36;"D";6;6;51;50;2;"D";53;13;0
"19552";2128799;0.39;"E";6;7;35;68;1;"D";53;7;0
"19553";2128848;1;"C";6;15;46;50;2;"D";24;13;0
"19554";2128919;0.24;"A";5;9;26;68;1;"D";24;7;0
"19555";2128964;0.09;"C";4;18;19;100;1;"E";24;0;0
"19556";2129017;1;"E";6;9;70;50;2;"D";31;13;0
"19557";2129036;0.03;"D";5;15;50;50;1;"E";31;13;0
"19558";2129061;0.75;"D";5;16;43;50;3;"D";31;13;0
"19559";2129123;1;"E";4;8;51;50;2;"E";31;13;0
"19560";2129128;0.75;"D";7;11;42;50;2;"D";31;13;0
"19561";2129133;0.49;"D";7;3;27;72;1;"D";31;6;0
"19562";2129144;0.4;"D";6;1;42;50;3;"D";31;13;0
"19563";2129168;1;"D";5;2;52;50;1;"E";31;13;0
"19564";2129182;0.1;"D";6;9;52;62;2;"D";31;13;0
"19565";2129184;1;"D";7;3;31;50;4;"E";31;13;0
"19566";2129195;0.72;"D";7;6;57;50;1;"E";82;13;0
"19567";2129199;0.72;"D";7;12;53;59;2;"E";82;13;0
"19568";2129212;0.25;"D";8;10;45;50;2;"E";82;13;0
"19569";2129220;0.67;"D";4;11;46;50;2;"E";82;13;0
"19570";2129249;0.49;"E";6;5;37;100;3;"D";93;0;1
"19571";2129271;0.41;"D";7;16;38;50;6;"E";82;13;0
"19572";2129299;0.35;"C";10;12;51;60;10;"D";82;9;0
"19573";2129317;0.3;"C";9;14;20;100;2;"E";43;0;0
"19574";2129325;0.3;"D";6;11;38;100;1;"D";82;0;0
"19575";2129375;0.22;"C";10;2;20;100;1;"E";93;0;0
"19576";2129391;0.04;"D";6;2;65;54;3;"D";82;11;0
"19577";2129408;0.17;"D";7;8;33;80;4;"E";82;4;0
"19578";2129410;0.17;"D";7;14;33;100;1;"E";82;0;0
"19579";2129416;0.16;"E";4;15;24;100;6;"E";93;0;0
"19580";2129440;0.15;"C";9;7;35;90;1;"E";93;2;0
"19581";2129449;0.07;"E";6;2;28;80;2;"D";11;4;0
"19582";2129454;0.13;"D";4;15;20;100;1;"E";82;0;1
"19583";2129538;0.03;"C";7;14;21;100;2;"E";93;0;0
"19584";2129689;0.4;"C";5;13;49;72;2;"D";24;6;0
"19585";2129690;0.59;"C";5;13;49;72;2;"D";24;6;0
"19586";2129711;0.5;"B";6;8;30;64;6;"D";24;8;0
"19587";2129715;0.41;"A";7;1;42;50;5;"D";24;13;0
"19588";2129740;0.58;"A";7;1;42;50;5;"D";24;13;0
"19589";2129745;0.44;"B";7;5;26;68;2;"E";24;7;0
"19590";2129756;0.14;"B";7;13;25;95;11;"E";53;1;1
"19591";2129769;0.69;"C";10;12;42;50;13;"D";24;13;0
"19592";2129869;0.03;"A";11;10;48;60;1;"E";24;9;0
"19593";2129911;0.95;"C";9;10;42;62;5;"E";24;13;0
"19594";2129925;0.91;"D";5;3;62;80;2;"E";24;4;0
"19595";2129948;0.46;"B";9;14;50;50;13;"E";72;13;0
"19596";2129967;1;"C";6;4;29;68;1;"D";72;7;0
"19597";2130030;0.29;"D";7;5;57;53;6;"E";72;13;0
"19598";2130049;0.49;"C";6;15;24;76;5;"E";72;5;0
"19599";2130057;0.62;"D";7;16;37;50;1;"D";72;13;0
"19600";2130066;0.21;"E";5;14;38;100;2;"E";72;0;0
"19601";2130108;1;"E";7;6;37;50;10;"D";72;13;0
"19602";2130121;0.49;"A";10;1;38;54;12;"D";72;11;0
"19603";2130132;0.49;"A";8;15;31;50;2;"E";72;13;0
"19604";2130162;1;"D";6;7;36;50;1;"D";72;13;0
"19605";2130181;0.26;"E";6;13;27;100;6;"D";72;0;0
"19606";2130184;1;"A";6;9;42;50;6;"D";72;13;1
"19607";2130214;0.35;"A";7;1;34;50;5;"E";72;13;0
"19608";2130240;1;"D";4;7;39;50;2;"D";72;13;0
"19609";2130259;0.78;"E";7;11;34;50;3;"E";93;13;0
"19610";2130275;1;"E";5;6;28;76;1;"E";93;5;0
"19611";2130312;0.26;"E";8;5;22;76;13;"D";93;5;0
"19612";2130322;1;"E";5;2;64;50;4;"E";93;13;0
"19613";2130329;1;"E";5;3;71;50;1;"E";93;13;0
"19614";2130349;0.98;"E";6;1;55;50;2;"E";93;13;1
"19615";2130387;0.08;"E";11;4;39;50;3;"E";93;13;0
"19616";2130405;0.13;"E";6;10;50;50;3;"D";93;13;0
"19617";2130414;0.14;"E";4;20;37;72;2;"E";93;6;0
"19618";2130440;1;"E";6;5;37;50;4;"E";93;13;1
"19619";2130446;1;"E";5;1;45;52;3;"E";93;13;0
"19620";2130506;0.64;"C";7;0;40;50;1;"D";41;13;0
"19621";2130557;0.58;"C";4;12;48;50;2;"E";41;13;0
"19622";2130558;1;"C";5;5;48;50;5;"D";41;13;0
"19623";2130571;1;"D";6;11;70;50;1;"E";41;13;0
"19624";2130575;1;"C";5;4;38;50;2;"E";41;13;0
"19625";2130602;0.58;"C";7;1;43;53;1;"D";41;13;0
"19626";2130613;0.86;"D";4;15;54;76;5;"D";41;5;0
"19627";2130633;0.94;"D";5;11;22;90;2;"E";41;2;0
"19628";2130668;1;"D";7;6;40;50;14;"E";41;13;0
"19629";2130684;1;"D";6;1;72;50;1;"E";41;13;0
"19630";2130714;1;"C";4;1;39;52;1;"D";41;13;0
"19631";2130762;0.39;"A";9;13;25;85;2;"E";24;3;0
"19632";2130791;0.08;"A";4;14;40;50;2;"E";24;13;0
"19633";2130809;0.74;"A";4;12;53;50;1;"E";24;13;0
"19634";2130817;0.54;"A";5;3;43;50;1;"E";24;13;0
"19635";2130818;0.44;"C";5;2;77;50;1;"E";24;13;0
"19636";2130820;0.93;"A";6;1;34;57;1;"D";24;10;0
"19637";2130824;0.86;"A";6;8;61;100;1;"E";24;0;0
"19638";2130869;0.75;"A";4;0;53;50;12;"E";24;13;0
"19639";2130882;0.7;"C";10;1;50;50;11;"D";24;13;0
"19640";2130888;0.8;"A";7;0;58;50;2;"E";24;13;0
"19641";2130897;0.75;"A";5;0;62;50;12;"E";24;13;0
"19642";2130926;0.7;"A";7;7;49;50;2;"D";24;13;0
"19643";2130934;0.08;"A";11;3;28;76;1;"D";24;5;0
"19644";2130999;0.59;"C";4;0;60;50;2;"D";24;13;0
"19645";2131061;0.24;"A";4;17;51;50;2;"E";26;13;0
"19646";2131077;0.43;"E";4;13;42;50;6;"E";82;13;0
"19647";2131108;0.64;"E";6;5;47;50;6;"D";82;13;0
"19648";2131120;0.1;"D";4;13;26;100;6;"E";82;0;1
"19649";2131150;0.63;"E";9;4;47;83;10;"D";82;3;0
"19650";2131268;0.32;"E";6;6;52;50;1;"E";82;13;0
"19651";2131360;0.02;"E";6;7;20;90;3;"E";82;2;0
"19652";2131362;0.00547945205479452;"E";9;9;22;85;11;"E";82;3;0
"19653";2131403;0.15;"C";5;12;31;67;4;"E";26;7;0
"19654";2131440;0.04;"A";4;18;52;50;1;"E";73;13;0
"19655";2131471;0.12;"A";6;5;52;50;13;"D";26;13;0
"19656";2131481;0.16;"A";11;9;38;50;1;"D";74;13;0
"19657";2131498;1;"E";8;2;86;87;4;"E";93;2;1
"19658";2131529;0.2;"C";6;5;42;50;1;"D";26;13;0
"19659";2131538;1;"F";9;5;52;50;6;"E";11;13;0
"19660";2131572;0.24;"C";7;16;47;50;1;"E";24;13;0
"19661";2131577;0.27;"A";5;13;50;50;2;"D";24;13;0
"19662";2131585;1;"B";4;15;40;50;1;"E";24;13;0
"19663";2131593;0.2;"A";6;10;32;50;1;"D";24;13;0
"19664";2131639;0.35;"B";11;10;30;51;1;"D";24;12;0
"19665";2131679;0.23;"B";5;2;20;100;2;"E";24;0;0
"19666";2131687;1;"B";5;14;26;53;5;"D";24;13;0
"19667";2131704;1;"B";4;10;22;76;1;"E";24;5;0
"19668";2131721;0.14;"C";8;0;44;50;12;"D";24;13;0
"19669";2131753;0.22;"A";6;5;54;50;1;"D";24;13;0
"19670";2131776;0.02;"C";10;15;42;50;5;"D";24;13;0
"19671";2131890;1;"B";4;9;65;50;2;"E";25;13;0
"19672";2131910;0.74;"A";6;12;57;50;2;"E";25;13;0
"19673";2131931;0.41;"C";6;5;44;61;2;"D";25;13;0
"19674";2131937;0.59;"A";6;3;32;57;1;"D";25;10;0
"19675";2131962;0.27;"E";4;10;81;80;1;"E";82;4;1
"19676";2131982;0.42;"C";7;1;61;50;3;"D";82;13;0
"19677";2132020;0.47;"E";5;5;36;57;3;"D";82;10;0
"19678";2132022;0.07;"E";9;2;25;80;2;"E";82;4;0
"19679";2132025;0.09;"E";10;13;25;80;2;"D";82;4;0
"19680";2132031;0.42;"E";12;15;32;85;10;"D";82;3;0
"19681";2132035;0.42;"A";5;11;31;80;2;"D";82;4;0
"19682";2132040;0.26;"C";9;10;45;50;3;"E";82;13;0
"19683";2132090;0.13;"E";8;2;43;71;1;"D";82;6;0
"19684";2132102;0.00547945205479452;"E";5;10;60;76;4;"D";82;5;0
"19685";2132121;0.00273972602739726;"D";7;2;45;50;3;"D";82;13;0
"19686";2132208;1;"A";6;7;35;50;2;"D";24;13;0
"19687";2132214;0.27;"C";7;13;31;54;2;"D";24;11;0
"19688";2132229;1;"D";9;1;33;50;10;"E";54;13;1
"19689";2132270;1;"C";7;14;38;54;2;"D";24;11;0
"19690";2132272;0.33;"A";5;7;42;50;1;"E";24;13;0
"19691";2132294;1;"E";7;6;51;56;4;"D";11;13;0
"19692";2132354;0.74;"A";6;3;31;50;3;"D";73;13;0
"19693";2132361;0.44;"E";4;13;45;50;2;"D";93;13;0
"19694";2132379;1;"E";11;1;76;50;11;"E";93;13;0
"19695";2132390;1;"C";4;15;72;50;1;"E";93;13;0
"19696";2132419;1;"E";4;11;71;50;1;"E";93;13;0
"19697";2132462;0.16;"E";5;9;35;64;1;"D";93;8;0
"19698";2132472;0.22;"E";6;14;44;50;1;"D";93;13;0
"19699";2132476;0.75;"B";7;1;38;50;3;"D";93;13;0
"19700";2132517;0.98;"E";7;6;43;50;1;"E";93;13;0
"19701";2132534;0.07;"E";7;17;29;95;11;"D";93;1;0
"19702";2132539;0.1;"B";4;11;38;50;2;"E";93;13;0
"19703";2132594;1;"E";4;11;28;64;3;"E";52;8;0
"19704";2132602;1;"E";5;4;36;50;4;"D";52;13;1
"19705";2132628;0.16;"E";4;13;40;50;1;"E";52;13;0
"19706";2132717;0.15;"E";5;9;40;58;3;"D";52;13;0
"19707";2132726;1;"C";6;9;37;50;1;"E";52;13;0
"19708";2132782;0.03;"E";6;9;33;76;13;"D";53;5;0
"19709";2132812;0.09;"E";5;3;56;50;10;"D";93;13;0
"19710";2132828;0.87;"D";7;2;39;50;3;"D";93;13;0
"19711";2132858;1;"E";8;9;57;50;1;"D";93;13;0
"19712";2132890;0.24;"E";6;11;58;50;1;"D";93;13;0
"19713";2132908;1;"C";4;4;43;50;2;"E";93;13;0
"19714";2132925;1;"E";6;5;50;63;2;"D";93;13;0
"19715";2132941;0.7;"D";7;11;47;50;1;"E";93;13;0
"19716";2132994;0.4;"A";8;16;72;50;1;"D";24;13;0
"19717";2133005;0.09;"C";6;10;35;50;2;"D";24;13;0
"19718";2133058;0.22;"A";6;8;38;59;2;"D";24;13;0
"19719";2133066;0.02;"B";9;10;22;95;2;"E";24;1;0
"19720";2133087;0.09;"C";6;11;29;68;1;"D";24;7;0
"19721";2133265;0.5;"C";7;12;41;85;2;"E";24;3;0
"19722";2133277;0.8;"E";7;3;27;62;1;"D";24;13;0
"19723";2133284;0.55;"A";11;12;38;50;1;"D";24;13;0
"19724";2133300;0.01;"C";6;10;25;100;1;"D";24;0;0
"19725";2133325;0.03;"A";6;11;62;50;1;"D";24;13;0
"19726";2133327;0.14;"B";5;4;19;100;2;"D";24;0;0
"19727";2133347;0.29;"D";9;5;45;50;13;"E";24;13;0
"19728";2133366;0.68;"D";7;14;19;100;2;"E";24;0;1
"19729";2133383;0.66;"A";7;7;64;50;1;"D";24;13;0
"19730";2133385;0.36;"C";7;5;19;95;3;"E";24;1;0
"19731";2133389;0.18;"B";5;3;24;100;2;"E";23;0;0
"19732";2133479;0.5;"A";8;15;22;80;5;"E";72;4;0
"19733";2133526;0.06;"C";5;17;30;85;4;"D";24;3;0
"19734";2133594;0.33;"E";5;16;28;100;1;"E";24;0;0
"19735";2133641;0.25;"C";11;7;55;50;10;"D";24;13;0
"19736";2133771;0.45;"C";9;3;30;54;3;"D";82;11;0
"19737";2133778;0.43;"E";4;14;38;106;3;"D";82;-1;0
"19738";2133803;0.18;"D";7;8;21;100;2;"E";74;0;1
"19739";2133807;0.22;"A";7;0;60;50;3;"D";82;13;0
"19740";2133862;0.01;"E";5;2;53;50;5;"D";82;13;0
"19741";2133870;0.05;"C";6;3;23;100;2;"D";31;0;0
"19742";2133977;1;"C";6;10;35;64;1;"D";72;8;0
"19743";2134006;0.85;"A";5;11;24;72;2;"D";54;6;0
"19744";2134017;1;"C";6;11;56;50;2;"D";54;13;0
"19745";2134019;0.64;"A";6;6;30;51;2;"D";54;12;0
"19746";2134041;0.07;"B";5;9;20;95;5;"D";54;1;0
"19747";2134093;0.83;"B";9;18;55;50;1;"E";54;13;0
"19748";2134107;0.02;"D";9;4;41;80;10;"D";54;4;0
"19749";2134127;0.28;"C";13;1;52;50;10;"D";54;13;0
"19750";2134162;0.41;"A";10;10;53;50;11;"D";54;13;0
"19751";2134165;0.69;"D";6;12;20;100;1;"E";54;0;0
"19752";2134185;0.67;"D";4;12;52;100;2;"E";54;0;0
"19753";2134210;0.11;"D";12;1;40;50;12;"D";54;13;0
"19754";2134246;0.53;"C";7;17;42;76;6;"E";54;5;0
"19755";2134269;0.51;"A";10;15;40;64;12;"D";54;8;0
"19756";2134283;0.21;"C";7;17;36;95;1;"E";54;1;0
"19757";2134288;0.23;"B";6;3;24;72;3;"D";53;6;0
"19758";2134310;0.01;"B";7;2;35;61;1;"D";53;13;0
"19759";2134341;0.55;"D";5;17;41;100;4;"E";53;0;0
"19760";2134349;0.01;"C";10;7;37;50;12;"D";53;13;0
"19761";2134457;0.16;"F";14;4;49;50;2;"E";11;13;0
"19762";2134463;0.00273972602739726;"C";6;0;48;50;12;"E";53;13;0
"19763";2134495;0.03;"C";4;3;27;50;1;"E";53;13;0
"19764";2134577;0.82;"D";5;2;35;68;5;"D";93;7;0
"19765";2134600;0.23;"D";4;8;42;50;4;"D";93;13;0
"19766";2134616;0.31;"C";6;1;39;50;1;"D";91;13;0
"19767";2134631;1;"C";5;10;47;50;13;"D";93;13;0
"19768";2134666;0.1;"B";5;0;51;50;3;"D";93;13;0
"19769";2134677;0.21;"C";9;1;45;50;3;"E";93;13;0
"19770";2134737;0.8;"A";5;7;74;50;3;"D";54;13;0
"19771";2134753;0.2;"D";10;13;42;50;2;"D";93;13;1
"19772";2134784;0.54;"D";4;7;42;50;4;"D";93;13;0
"19773";2134797;0.29;"D";5;5;30;100;2;"D";93;0;0
"19774";2134800;0.01;"D";7;13;30;100;3;"E";93;0;0
"19775";2134814;0.72;"C";6;3;31;61;1;"D";93;13;0
"19776";2134835;0.16;"D";8;9;21;95;3;"D";93;1;0
"19777";2134846;0.54;"D";7;2;50;68;10;"D";93;7;0
"19778";2134853;0.61;"C";6;0;51;50;1;"D";93;13;1
"19779";2134891;0.52;"D";7;3;49;50;2;"E";93;13;0
"19780";2134897;0.13;"C";6;11;33;60;1;"D";91;9;0
"19781";2134911;0.19;"D";6;12;34;64;2;"D";93;8;0
"19782";2134929;0.05;"D";9;11;20;100;1;"E";91;0;0
"19783";2134967;0.58;"D";6;7;22;90;2;"E";93;2;0
"19784";2135018;0.53;"D";4;17;34;95;2;"E";93;1;0
"19785";2135032;0.52;"E";8;0;57;50;2;"D";93;13;0
"19786";2135072;1;"E";9;1;34;80;12;"E";82;4;0
"19787";2135100;1;"E";7;1;38;50;1;"E";82;13;0
"19788";2135155;0.27;"E";11;8;30;64;1;"D";93;8;0
"19789";2135172;0.05;"C";6;0;43;50;1;"D";82;13;0
"19790";2135244;0.67;"B";4;9;25;100;2;"E";54;0;0
"19791";2135247;0.78;"E";7;6;48;50;6;"E";82;13;0
"19792";2135288;0.73;"D";15;1;45;50;11;"E";82;13;0
"19793";2135291;0.73;"E";6;1;40;50;2;"D";82;13;0
"19794";2135388;0.54;"D";5;3;69;53;2;"D";82;13;0
"19795";2135406;0.51;"C";9;0;41;50;2;"E";82;13;0
"19796";2135409;0.45;"E";6;0;67;50;1;"E";82;13;0
"19797";2135438;0.52;"D";8;10;49;50;12;"D";24;13;0
"19798";2135453;0.85;"D";7;13;32;76;3;"E";24;5;0
"19799";2135466;0.73;"D";6;9;31;57;2;"D";24;10;0
"19800";2135467;0.28;"D";6;11;25;100;1;"D";24;0;0
"19801";2135469;1;"C";9;0;32;57;12;"E";24;10;0
"19802";2135532;0.62;"C";6;2;33;74;6;"D";24;5;0
"19803";2135538;0.41;"D";5;0;34;85;4;"E";24;3;0
"19804";2135569;0.37;"D";6;11;33;100;2;"D";24;0;0
"19805";2135667;0.75;"D";10;19;67;50;2;"D";24;13;0
"19806";2135710;0.33;"A";7;7;30;72;5;"D";24;6;0
"19807";2135738;0.21;"D";6;8;27;100;2;"D";24;0;1
"19808";2135745;0.32;"D";5;12;27;76;2;"D";24;5;0
"19809";2135782;0.18;"D";6;15;31;100;1;"D";24;0;0
"19810";2135783;0.37;"D";5;12;31;100;12;"D";24;0;1
"19811";2135788;0.65;"B";9;12;30;60;3;"E";24;9;0
"19812";2135809;0.26;"B";5;17;57;50;2;"D";24;13;0
"19813";2135847;0.89;"B";11;12;42;50;1;"D";24;13;0
"19814";2135872;0.58;"A";7;16;30;95;1;"E";24;1;0
"19815";2135903;0.17;"C";9;16;27;90;2;"E";24;2;0
"19816";2135922;0.67;"C";6;1;44;50;1;"E";24;13;0
"19817";2135947;0.4;"B";7;13;30;54;2;"E";26;11;0
"19818";2136000;0.33;"A";4;4;44;50;2;"E";24;13;0
"19819";2136026;0.33;"C";6;6;46;50;2;"D";24;13;0
"19820";2136038;0.47;"A";7;0;40;50;4;"E";24;13;0
"19821";2136047;0.41;"B";5;8;44;55;2;"D";24;13;0
"19822";2136111;0.49;"C";10;7;52;50;12;"D";82;13;0
"19823";2136149;0.76;"C";7;14;45;50;1;"D";82;13;0
"19824";2136165;1;"C";4;11;31;50;4;"D";82;13;0
"19825";2136175;0.2;"E";6;2;22;95;10;"D";82;1;0
"19826";2136206;1;"E";6;3;31;60;3;"D";82;9;0
"19827";2136245;0.2;"E";7;12;68;50;1;"E";82;13;0
"19828";2136253;0.05;"C";6;13;20;95;5;"E";82;1;0
"19829";2136255;1;"A";4;13;73;50;2;"E";82;13;0
"19830";2136258;0.13;"C";5;7;46;50;5;"D";82;13;0
"19831";2136277;1;"E";5;13;54;50;2;"D";82;13;0
"19832";2136281;0.37;"A";5;7;43;50;1;"E";82;13;0
"19833";2136290;0.56;"C";4;11;34;50;6;"E";82;13;0
"19834";2136311;0.91;"C";6;6;36;50;2;"D";82;13;0
"19835";2136318;0.58;"E";8;5;34;57;3;"D";82;10;0
"19836";2136359;0.08;"E";9;16;32;50;1;"E";82;13;0
"19837";2136379;0.7;"B";6;4;33;50;1;"D";24;13;0
"19838";2136442;0.1;"A";7;15;48;50;1;"E";24;13;0
"19839";2136452;0.94;"B";4;1;32;64;2;"E";54;8;0
"19840";2136491;0.41;"A";6;14;45;58;1;"D";24;13;0
"19841";2136496;0.62;"A";9;12;60;50;1;"E";24;13;0
"19842";2136509;0.87;"C";6;11;28;54;2;"D";82;11;0
"19843";2136513;0.85;"B";10;15;19;95;2;"D";24;1;0
"19844";2136577;0.73;"D";5;13;20;90;2;"D";24;2;0
"19845";2136678;0.63;"C";5;10;47;50;2;"D";24;13;0
"19846";2136729;0.29;"E";6;5;52;79;1;"D";24;4;0
"19847";2136760;1;"C";6;8;40;62;2;"D";24;13;0
"19848";2136826;0.02;"E";6;9;52;50;1;"D";24;13;0
"19849";2136833;1;"D";7;9;55;50;3;"E";24;13;0
"19850";2136842;0.49;"A";5;6;31;54;1;"D";24;11;1
"19851";2136869;1;"E";7;6;44;63;12;"E";52;13;0
"19852";2136934;0.91;"D";5;2;39;57;2;"D";23;10;0
"19853";2136953;0.96;"B";5;5;34;56;2;"D";53;13;0
"19854";2136955;0.72;"B";7;8;29;64;2;"E";53;8;0
"19855";2136965;0.81;"E";6;7;38;60;1;"D";91;9;1
"19856";2136968;0.89;"D";6;1;33;60;2;"D";52;9;0
"19857";2137073;0.72;"C";9;16;53;50;13;"E";53;13;0
"19858";2137079;0.13;"E";7;9;60;50;2;"D";53;13;0
"19859";2137105;0.5;"C";4;0;66;50;12;"E";53;13;0
"19860";2137163;0.04;"B";6;13;35;95;1;"D";91;1;0
"19861";2137204;1;"E";9;7;40;50;1;"E";82;13;0
"19862";2137228;1;"E";8;3;29;57;5;"E";82;10;0
"19863";2137231;1;"E";7;1;34;51;4;"D";82;12;0
"19864";2137244;0.4;"D";7;1;51;50;3;"E";82;13;0
"19865";2137258;0.25;"E";9;7;53;50;2;"E";82;13;1
"19866";2137263;0.87;"D";6;5;51;50;6;"E";82;13;0
"19867";2137302;0.12;"C";5;8;52;50;2;"D";82;13;0
"19868";2137335;1;"E";7;10;82;50;1;"E";82;13;0
"19869";2137339;1;"D";9;5;37;50;10;"D";82;13;0
"19870";2137368;1;"D";7;5;81;50;2;"E";91;13;0
"19871";2137378;0.92;"D";5;0;36;95;3;"D";82;1;1
"19872";2137385;0.9;"E";9;8;34;64;1;"E";82;8;0
"19873";2137405;0.86;"A";4;14;43;67;2;"E";82;7;0
"19874";2137420;0.11;"E";10;2;29;67;12;"E";82;7;0
"19875";2137435;0.05;"D";6;11;59;50;2;"D";82;13;0
"19876";2137521;0.03;"D";13;0;39;50;11;"D";82;13;0
"19877";2137541;0.00273972602739726;"E";7;1;32;54;6;"E";82;11;0
"19878";2137573;0.21;"E";9;6;38;90;1;"D";82;2;0
"19879";2137658;0.00273972602739726;"D";5;11;52;58;2;"E";82;13;0
"19880";2137667;0.58;"D";4;0;42;57;1;"D";82;10;0
"19881";2137687;0.24;"B";5;7;28;80;1;"E";24;4;0
"19882";2137715;0.25;"A";5;6;20;80;2;"D";24;4;0
"19883";2137735;0.15;"A";7;10;45;50;5;"D";24;13;0
