"DriverAge";"LicenceAge";"VehAge";"Exposure";"ClaimNumber"
"5375";27;24;7;10.57631759;3
"5376";28;18;-1;28.45448323;3
"5377";28;21;0;35.17864476;3
"5378";28;21;12;33.76043806;3
"5379";28;23;12;18.13552361;3
"5380";28;20;13;52.28473648;3
"5381";28;21;14;25.3744011;3
"5382";28;21;15;21.5742642;3
"5383";28;21;16;16.40793977;3
"5384";28;19;19;22.40657084;3
"5385";28;22;2;21.91101985;3
"5386";28;18;22;17.73305955;3
"5387";28;22;3;33.18822724;3
"5388";28;22;5;38.65571526;3
"5389";28;26;6;1.659137577;3
"5390";28;22;7;38.37371663;3
"5391";28;22;9;37.28678987;3
"5392";29;22;1;24.60506502;3
"5393";29;24;10;13.9137577;3
"5394";29;23;11;23.66872005;3
"5395";29;21;12;38.28336756;3
"5396";29;22;12;22.29979466;3
"5397";29;23;12;19.74264203;3
"5398";29;23;13;13.24024641;3
"5399";29;20;14;50.22861054;3
"5400";29;21;14;18.54346338;3
"5401";29;22;14;19.38124572;3
"5402";29;24;14;7.61670089;3
"5403";29;24;16;5.363449692;3
"5404";29;20;17;27.01984942;3
"5405";29;20;18;15.56194387;3
"5406";29;18;21;23.6605065;3
"5407";29;24;7;14.31622177;3
"5408";29;23;8;27.53730322;3
"5409";30;18;-1;41.7412731;3
"5410";30;22;1;25.45927447;3
"5411";30;23;10;18.76249144;3
"5412";30;24;10;16.40520192;3
"5413";30;24;12;23.17316906;3
"5414";30;21;13;37.29500342;3
"5415";30;20;14;61.5578371;3
"5416";30;20;18;20.1889117;3
"5417";30;23;2;23.79739904;3
"5418";30;18;22;19.71526352;3
"5419";30;23;4;28.32306639;3
"5420";30;27;5;5.691991786;3
"5421";30;27;8;5.941136208;3
"5422";31;23;1;21.2183436;3
"5423";31;23;14;16.54757016;3
"5424";31;23;2;22.53798768;3
"5425";31;18;22;20.51471595;3
"5426";31;23;4;24.59958932;3
"5427";31;24;7;21.10609172;3
"5428";31;26;7;14.7980835;3
"5429";31;26;8;18.02327173;3
"5430";32;28;0;5.579739904;3
"5431";32;23;1;27.26351814;3
"5432";32;24;1;15.02532512;3
"5433";32;24;10;22.45859001;3
"5434";32;20;11;124.971937;3
"5435";32;21;13;40.81314168;3
"5436";32;23;13;24.32580424;3
"5437";32;20;16;41.3963039;3
"5438";32;19;19;35.99178645;3
"5439";32;18;20;45.52772074;3
"5440";32;20;20;10.63928816;3
"5441";32;19;22;7.561943874;3
"5442";32;22;3;36.55030801;3
"5443";32;24;7;31.58932238;3
"5444";32;23;8;37.44010951;3
"5445";32;27;8;9.984941821;3
"5446";33;18;-1;51.92334018;3
"5447";33;23;0;31.38672142;3
"5448";33;24;1;19.69062286;3
"5449";33;27;10;12.25462012;3
"5450";33;22;12;46.4366872;3
"5451";33;21;13;53.07871321;3
"5452";33;23;14;18.98425736;3
"5453";33;27;14;6.124572211;3
"5454";33;25;16;7.405886379;3
"5455";33;20;17;36.39425051;3
"5456";33;22;18;10.94592745;3
"5457";33;26;18;3.893223819;3
"5458";33;20;19;20.1779603;3
"5459";33;27;2;6.652977413;3
"5460";33;18;21;30.53798768;3
"5461";33;23;3;39.84120465;3
"5462";33;23;6;52.89527721;3
"5463";33;27;8;13.24298426;3
"5464";33;24;9;26.75975359;3
"5465";34;26;0;9.445585216;3
"5466";34;28;0;9.80698152;3
"5467";34;23;10;39.01163587;3
"5468";34;28;10;14.54346338;3
"5469";34;23;11;50.70773443;3
"5470";34;26;12;16.56947296;3
"5471";34;21;13;57.21560575;3
"5472";34;23;13;32.08487337;3
"5473";34;27;15;8.197125257;3
"5474";34;20;17;43.34017796;3
"5475";34;22;18;14.90485969;3
"5476";34;18;22;20.8678987;3
"5477";34;26;3;10.74332649;3
"5478";34;26;4;16.74195756;3
"5479";34;24;5;38.49965777;3
"5480";34;27;5;12.04928131;3
"5481";34;23;7;58.9486653;3
"5482";34;26;7;21.5523614;3
"5483";34;24;8;29.57152635;3
"5484";34;28;8;14.46680356;3
"5485";34;29;8;4.911704312;3
"5486";35;27;10;13.07597536;3
"5487";35;23;11;49.58521561;3
"5488";35;26;11;20.86516085;3
"5489";35;25;12;20.91170431;3
"5490";35;27;12;13.28678987;3
"5491";35;31;12;5.481177276;3
"5492";35;29;14;10.2532512;3
"5493";35;22;15;31.27173169;3
"5494";35;23;15;17.13073238;3
"5495";35;25;15;11.73716632;3
"5496";35;19;17;90.2477755;3
"5497";35;20;17;51.75085558;3
"5498";35;20;18;38.62286105;3
"5499";35;25;19;4.164271047;3
"5500";35;23;5;47.85489391;3
"5501";35;25;6;24.36687201;3
"5502";35;25;8;27.90965092;3
"5503";35;26;8;19.84668036;3
"5504";35;24;9;38.40930869;3
"5505";35;26;9;18.73237509;3
"5506";36;24;0;21.29226557;3
"5507";36;26;0;17.06502396;3
"5508";36;27;10;16.91991786;3
"5509";36;23;11;42.12731006;3
"5510";36;26;12;15.90143737;3
"5511";36;22;13;48.8843258;3
"5512";36;23;13;42.70225873;3
"5513";36;22;14;37.27857632;3
"5514";36;25;14;20.11498973;3
"5515";36;23;15;21.908282;3
"5516";36;30;15;5.401779603;3
"5517";36;26;3;18.38466804;3
"5518";36;27;4;11.92607803;3
"5519";36;27;5;18.35181383;3
"5520";36;27;8;24.08487337;3
"5521";36;26;9;24.59137577;3
"5522";36;28;9;13.94661191;3
"5523";37;33;0;2.376454483;3
"5524";37;25;1;24.63244353;3
"5525";37;27;1;13.94661191;3
"5526";37;26;10;18.02600958;3
"5527";37;24;11;34.7926078;3
"5528";37;24;12;32.94729637;3
"5529";37;28;12;12.55304586;3
"5530";37;24;14;19.51540041;3
"5531";37;25;14;15.59206023;3
"5532";37;21;15;41.33059548;3
"5533";37;25;17;11.15947981;3
"5534";37;28;2;15.88227242;3
"5535";37;19;20;33.75496235;3
"5536";37;18;25;11.1266256;3
"5537";37;23;3;52.83504449;3
"5538";37;25;3;26.05338809;3
"5539";37;25;5;30.04517454;3
"5540";37;23;6;49.045859;3
"5541";37;24;6;45.49212868;3
"5542";37;25;7;34.55989049;3
"5543";37;26;7;22.00410678;3
"5544";37;27;9;17.10609172;3
"5545";38;23;1;49.63723477;3
"5546";38;25;1;21.60711841;3
"5547";38;23;11;35.55920602;3
"5548";38;26;11;21.17453799;3
"5549";38;30;11;6.98973306;3
"5550";38;33;11;5.505817933;3
"5551";38;24;12;22.59548255;3
"5552";38;25;12;22.69130732;3
"5553";38;28;12;12.43258042;3
"5554";38;21;15;40.36687201;3
"5555";38;26;15;11.16495551;3
"5556";38;29;16;4.977412731;3
"5557";38;20;17;55.92060233;3
"5558";38;20;19;31.87953457;3
"5559";38;26;3;12.5284052;3
"5560";38;29;3;14.33812457;3
"5561";38;30;6;11.53182752;3
"5562";38;27;7;22.7761807;3
"5563";38;27;8;25.62902122;3
"5564";38;24;9;43.69062286;3
"5565";38;31;9;7.854893908;3
"5566";39;23;0;43.34291581;3
"5567";39;24;0;31.41683778;3
"5568";39;24;1;29.01026694;3
"5569";39;23;10;43.26078029;3
"5570";39;26;10;22.65297741;3
"5571";39;23;11;37.00752909;3
"5572";39;26;11;19.52635181;3
"5573";39;32;12;3.247091034;3
"5574";39;22;13;44.73648186;3
"5575";39;23;13;38.96783025;3
"5576";39;30;13;7.718001369;3
"5577";39;23;14;25.78781656;3
"5578";39;24;14;21.47570157;3
"5579";39;25;16;11.67145791;3
"5580";39;21;17;33.58247775;3
"5581";39;23;2;37.99863107;3
"5582";39;25;2;27.07734428;3
"5583";39;19;20;35.66872005;3
"5584";39;19;21;19.85215606;3
"5585";39;18;23;28.76386037;3
"5586";39;26;3;17.61259411;3
"5587";39;30;3;13.39356605;3
"5588";39;26;7;31.4661191;3
"5589";39;28;7;15.76454483;3
"5590";39;29;7;18.32443532;3
"5591";39;24;8;38.36550308;3
"5592";39;25;8;26.9596167;3
"5593";39;29;8;15.13483915;3
"5594";39;24;9;32.05749487;3
"5595";39;25;9;23.91238877;3
"5596";40;20;-1;7.671457906;3
"5597";40;28;0;11.96988364;3
"5598";40;28;1;14.01779603;3
"5599";40;30;10;13.35797399;3
"5600";40;24;11;29.19096509;3
"5601";40;28;11;13.25393566;3
"5602";40;29;12;12.39972621;3
"5603";40;21;13;88.43258042;3
"5604";40;22;13;42.03422313;3
"5605";40;25;13;15.36208077;3
"5606";40;28;13;11.321013;3
"5607";40;30;13;6.069815195;3
"5608";40;26;14;13.06776181;3
"5609";40;27;14;12.33675565;3
"5610";40;25;15;14.81451061;3
"5611";40;29;15;10.34633812;3
"5612";40;20;17;58.57084189;3
"5613";40;23;17;19.8110883;3
"5614";40;19;18;67.4770705;3
"5615";40;18;19;145.4893908;3
"5616";40;24;2;30.20670773;3
"5617";40;25;2;32.22176591;3
"5618";40;27;2;12.55852156;3
"5619";40;30;2;10.35728953;3
"5620";40;19;20;30.31622177;3
"5621";40;30;3;12.1615332;3
"5622";40;23;4;52.8788501;3
"5623";40;27;4;13.34428474;3
"5624";40;22;5;61.63449692;3
"5625";40;23;5;56.74195756;3
"5626";40;24;5;37.06502396;3
"5627";40;26;5;23.19233402;3
"5628";40;25;6;30.49144422;3
"5629";40;29;6;20.37234771;3
"5630";40;23;7;56.82683094;3
"5631";40;25;7;34.33538672;3
"5632";40;27;7;19.60574949;3
"5633";40;24;8;38.0807666;3
"5634";40;25;8;31.90143737;3
"5635";40;26;8;34.22039699;3
"5636";40;28;8;18.47227926;3
"5637";40;32;8;11.50718686;3
"5638";40;23;9;50.05338809;3
"5639";40;25;9;23.9835729;3
"5640";40;26;9;24.03285421;3
"5641";41;22;0;53.97125257;3
"5642";41;24;0;38.51882272;3
"5643";41;28;1;16.10403833;3
"5644";41;23;12;53.36071184;3
"5645";41;24;12;21.80150582;3
"5646";41;28;12;11.09650924;3
"5647";41;23;13;32.01916496;3
"5648";41;27;13;12.26830938;3
"5649";41;30;13;7.915126626;3
"5650";41;31;14;5.399041752;3
"5651";41;21;16;48.69267625;3
"5652";41;33;16;2.036960986;3
"5653";41;20;17;58.34633812;3
"5654";41;22;17;23.68240931;3
"5655";41;21;18;36.30390144;3
"5656";41;24;2;24.52566735;3
"5657";41;18;23;33.10882957;3
"5658";41;22;3;65.54414784;3
"5659";41;25;3;22.05338809;3
"5660";41;23;4;46.46406571;3
"5661";41;32;4;9.415468857;3
"5662";41;24;5;38.23134839;3
"5663";41;24;6;43.27720739;3
"5664";41;25;6;29.19644079;3
"5665";41;28;7;24.58042437;3
"5666";41;29;7;14.31074606;3
"5667";41;27;8;22.0807666;3
"5668";41;29;8;15.76454483;3
"5669";41;23;9;49.51403149;3
"5670";42;24;0;30.55715264;3
"5671";42;26;0;20.21629021;3
"5672";42;27;0;28.12594114;3
"5673";42;28;0;17.5797399;3
"5674";42;30;0;9.223819302;3
"5675";42;23;1;44.98015058;3
"5676";42;26;1;17.46475017;3
"5677";42;27;1;12.33675565;3
"5678";42;26;10;13.34154689;3
"5679";42;26;11;18.07255305;3
"5680";42;27;11;16.47638604;3
"5681";42;25;12;19.40862423;3
"5682";42;26;12;19.50992471;3
"5683";42;27;13;23.94798084;3
"5684";42;24;15;22.7761807;3
"5685";42;25;16;9.048596851;3
"5686";42;27;2;19.34565366;3
"5687";42;19;21;22.38193018;3
"5688";42;20;21;11.97262149;3
"5689";42;18;22;42.29158111;3
"5690";42;24;3;33.27857632;3
"5691";42;23;4;42.81177276;3
"5692";42;25;4;29.82888433;3
"5693";42;27;4;15.59479808;3
"5694";42;26;5;27.32375086;3
"5695";42;28;5;22.92128679;3
"5696";42;23;6;53.85900068;3
"5697";42;29;8;13.76043806;3
"5698";43;23;0;32.59411362;3
"5699";43;23;1;42.45311431;3
"5700";43;32;1;6.64202601;3
"5701";43;22;11;49.12799452;3
"5702";43;27;11;13.01300479;3
"5703";43;28;13;16.0164271;3
"5704";43;22;14;22.31622177;3
"5705";43;21;16;42.01779603;3
"5706";43;22;16;28.81587953;3
"5707";43;20;17;66.81177276;3
"5708";43;22;2;59.18685832;3
"5709";43;28;2;17.59890486;3
"5710";43;20;21;11.92060233;3
"5711";43;18;22;55.55099247;3
"5712";43;21;22;4.043805613;3
"5713";43;22;3;62.70225873;3
"5714";43;29;3;11.38398357;3
"5715";43;29;4;18.63381246;3
"5716";43;31;4;9.478439425;3
"5717";43;27;6;22.7980835;3
"5718";43;25;7;32.70362765;3
"5719";43;21;8;98.4476386;3
"5720";43;25;8;24.26009582;3
"5721";43;31;9;6.737850787;3
"5722";44;19;-1;15.15674196;3
"5723";44;26;1;15.10198494;3
"5724";44;28;1;16.55304586;3
"5725";44;22;10;44.23271732;3
"5726";44;22;11;44.43258042;3
"5727";44;25;11;25.44558522;3
"5728";44;22;12;37.81245722;3
"5729";44;23;12;31.69062286;3
"5730";44;23;13;30.0698152;3
"5731";44;24;13;17.63723477;3
"5732";44;27;13;15.38124572;3
"5733";44;22;14;25.71389459;3
"5734";44;20;15;72.3613963;3
"5735";44;20;17;52.63518138;3
"5736";44;21;18;33.25941136;3
"5737";44;20;20;23.86036961;3
"5738";44;18;21;84.30390144;3
"5739";44;23;3;32.66529774;3
"5740";44;29;3;15.44421629;3
"5741";44;27;4;15.00068446;3
"5742";44;29;4;17.53593429;3
"5743";44;24;5;37.3963039;3
"5744";44;28;5;17.86721424;3
"5745";44;25;6;18.59000684;3
"5746";44;32;6;13.94113621;3
"5747";44;34;7;4.128678987;3
"5748";44;22;9;70.47227926;3
"5749";45;18;-1;48.26830938;3
"5750";45;22;0;51.64134155;3
"5751";45;24;0;23.97262149;3
"5752";45;23;1;28.48733744;3
"5753";45;22;13;28.29295003;3
"5754";45;28;13;7.698836413;3
"5755";45;20;14;86.51608487;3
"5756";45;27;15;14.48049281;3
"5757";45;28;15;8.101300479;3
"5758";45;21;16;36.03285421;3
"5759";45;21;17;35.69062286;3
"5760";45;31;17;6.721423682;3
"5761";45;21;18;32.64339493;3
"5762";45;23;2;33.64818617;3
"5763";45;23;3;40.70910335;3
"5764";45;29;3;11.3045859;3
"5765";45;35;3;7.014373717;3
"5766";45;23;4;37.54962355;3
"5767";45;25;4;23.6495551;3
"5768";45;29;4;12.94182067;3
"5769";45;34;4;9.563312799;3
"5770";45;29;6;16.22724162;3
"5771";45;25;7;31.13483915;3
"5772";45;30;7;11.72621492;3
"5773";45;33;7;13.09787817;3
"5774";45;23;8;49.38261465;3
"5775";45;30;9;19.43874059;3
"5776";46;22;1;47.84394251;3
"5777";46;28;1;8.484599589;3
"5778";46;29;10;14.70225873;3
"5779";46;30;11;12.21902806;3
"5780";46;40;12;3.312799452;3
"5781";46;21;14;56.67077344;3
"5782";46;30;14;8.777549624;3
"5783";46;21;17;39.77275838;3
"5784";46;19;19;59.76180698;3
"5785";46;20;19;41.10335387;3
"5786";46;25;2;19.8329911;3
"5787";46;18;23;30.41478439;3
"5788";46;21;3;76.89253936;3
"5789";46;23;3;33.31690623;3
"5790";46;24;3;24.52566735;3
"5791";46;26;3;22.22861054;3
"5792";46;26;4;19.60027379;3
"5793";46;27;4;16.53935661;3
"5794";46;33;4;9.25119781;3
"5795";46;28;5;13.58795346;3
"5796";46;24;6;31.93976728;3
"5797";46;26;6;14.2587269;3
"5798";46;22;7;49.79055441;3
"5799";46;25;7;27.06639288;3
"5800";46;28;7;23.85489391;3
"5801";46;31;7;12.42436687;3
"5802";46;22;8;54.31622177;3
"5803";46;25;8;31.05544148;3
"5804";46;27;8;19.61396304;3
"5805";46;30;8;8.76659822;3
"5806";46;33;8;7.351129363;3
"5807";46;24;9;34.82819986;3
"5808";46;26;9;18.97330595;3
"5809";47;32;0;10.29705681;3
"5810";47;23;1;25.20465435;3
"5811";47;26;1;12.67077344;3
"5812";47;30;10;8.780287474;3
"5813";47;38;11;4.988364134;3
"5814";47;28;13;13.19370294;3
"5815";47;30;13;7.816563997;3
"5816";47;21;14;46.98699521;3
"5817";47;21;16;38.02600958;3
"5818";47;27;16;7.082819986;3
"5819";47;21;18;28.10130048;3
"5820";47;28;19;5.932922656;3
"5821";47;27;2;13.99041752;3
"5822";47;29;2;11.15400411;3
"5823";47;18;21;70.65845311;3
"5824";47;20;21;19.6659822;3
"5825";47;18;23;35.98083504;3
"5826";47;18;24;24.32854209;3
"5827";47;24;3;22.91854894;3
"5828";47;34;3;8.681724846;3
"5829";47;24;6;36.08487337;3
"5830";47;32;6;17.9028063;3
"5831";47;23;7;33.79603012;3
"5832";47;25;7;23.94250513;3
"5833";47;26;7;15.137577;3
"5834";47;28;7;19.27173169;3
"5835";47;23;8;42.89664613;3
"5836";47;26;8;21.85078713;3
"5837";47;27;8;16.46269678;3
"5838";47;28;8;21.25941136;3
"5839";47;29;9;11.19233402;3
"5840";48;19;-1;15.39767283;3
"5841";48;33;10;6.584531143;3
"5842";48;27;11;12.7063655;3
"5843";48;30;11;16.32306639;3
"5844";48;22;13;43.34291581;3
"5845";48;24;13;32.19986311;3
"5846";48;22;14;38.34907598;3
"5847";48;21;15;49.42915811;3
"5848";48;23;15;21.42094456;3
"5849";48;31;15;11.73169062;3
"5850";48;20;18;75.04722793;3
"5851";48;23;18;12.12867899;3
"5852";48;23;2;36.43531828;3
"5853";48;18;23;25.02395619;3
"5854";48;23;3;35.76454483;3
"5855";48;25;3;10.11909651;3
"5856";48;25;4;26.96783025;3
"5857";48;23;5;40.31211499;3
"5858";48;25;5;20.61054073;3
"5859";48;34;5;8.073921971;3
"5860";48;32;6;9.620807666;3
"5861";48;24;7;35.37303217;3
"5862";48;27;8;12.94182067;3
"5863";48;33;9;7.4770705;3
"5864";49;18;-1;41.16632444;3
"5865";49;23;0;37.85626283;3
"5866";49;24;0;33.79329227;3
"5867";49;29;0;14.32717317;3
"5868";49;23;10;36.40520192;3
"5869";49;25;10;27.90143737;3
"5870";49;29;10;15.78370979;3
"5871";49;24;11;28.56125941;3
"5872";49;36;12;7.876796715;3
"5873";49;23;13;34.48870637;3
"5874";49;28;13;14.55989049;3
"5875";49;27;14;11.27720739;3
"5876";49;22;15;33.0403833;3
"5877";49;22;16;26.6036961;3
"5878";49;24;16;15.53456537;3
"5879";49;25;16;14.31348392;3
"5880";49;20;19;53.14989733;3
"5881";49;24;2;26.23134839;3
"5882";49;26;2;20.43805613;3
"5883";49;26;3;21.24024641;3
"5884";49;38;3;9.190965092;3
"5885";49;24;5;34.99794661;3
"5886";49;24;6;44.87063655;3
"5887";49;24;7;37.27857632;3
"5888";49;35;8;9.973990418;3
"5889";49;25;9;23.89048597;3
"5890";49;27;9;20.97193703;3
"5891";50;26;0;26.4312115;3
"5892";50;27;0;11.39219713;3
"5893";50;22;1;80.79671458;3
"5894";50;26;1;28.06297057;3
"5895";50;23;10;53.82340862;3
"5896";50;24;10;35.73169062;3
"5897";50;39;10;4.928131417;3
"5898";50;25;11;29.86721424;3
"5899";50;31;11;8.386036961;3
"5900";50;34;11;7.203285421;3
"5901";50;22;12;65.2347707;3
"5902";50;27;12;18.83641342;3
"5903";50;36;12;10.21765914;3
"5904";50;22;13;52.32032854;3
"5905";50;29;14;7.983572895;3
"5906";50;22;15;39.44421629;3
"5907";50;25;15;21.59342916;3
"5908";50;32;16;7.753593429;3
"5909";50;20;18;65.00479124;3
"5910";50;22;19;20.43805613;3
"5911";50;23;19;13.09514031;3
"5912";50;30;2;13.79329227;3
"5913";50;20;22;17.35523614;3
"5914";50;26;5;19.75085558;3
"5915";50;31;5;13.33880903;3
"5916";50;27;6;21.63175907;3
"5917";50;30;6;16.68172485;3
"5918";50;24;7;35.93976728;3
"5919";50;25;7;37.10061602;3
"5920";50;26;7;24.46817248;3
"5921";50;29;7;16.60780287;3
"5922";50;28;8;21.908282;3
"5923";50;34;8;9.700205339;3
"5924";50;31;9;6.475017112;3
"5925";50;38;9;8.473648186;3
"5926";51;18;-1;40.21629021;3
"5927";51;25;0;32.70910335;3
"5928";51;28;0;16.98836413;3
"5929";51;24;1;42.47775496;3
"5930";51;28;10;15.06365503;3
"5931";51;31;11;12.1670089;3
"5932";51;24;13;29.48665298;3
"5933";51;35;13;7.545516769;3
"5934";51;21;15;71.70978782;3
"5935";51;23;16;26.52156057;3
"5936";51;24;16;22.99794661;3
"5937";51;31;16;5.760438056;3
"5938";51;21;18;39.62765229;3
"5939";51;21;19;34.52429843;3
"5940";51;18;24;15.54825462;3
"5941";51;28;3;16.39151266;3
"5942";51;25;5;45.67830253;3
"5943";51;23;6;74.04243669;3
"5944";51;28;6;16.81040383;3
"5945";51;25;7;32.18617385;3
"5946";51;32;7;9.577002053;3
"5947";51;28;9;20.24366872;3
"5948";51;29;9;18.96235455;3
"5949";52;24;0;47.69609856;3
"5950";52;26;10;29.96303901;3
"5951";52;38;10;6.360027379;3
"5952";52;24;12;33.64818617;3
"5953";52;23;13;42.16837782;3
"5954";52;40;13;2.491444216;3
"5955";52;23;14;41.14442163;3
"5956";52;21;15;62.82546201;3
"5957";52;26;16;12.25735797;3
"5958";52;22;17;26.30527036;3
"5959";52;26;4;28.96372348;3
"5960";52;26;6;34.29705681;3
"5961";52;27;6;29.33059548;3
"5962";52;23;7;73.19644079;3
"5963";52;26;7;31.77002053;3
"5964";52;38;7;10.7871321;3
"5965";52;25;8;31.59753593;3
"5966";52;27;8;23.6605065;3
"5967";53;23;0;69.83709788;3
"5968";53;26;1;23.62491444;3
"5969";53;26;10;31.93976728;3
"5970";53;23;11;51.1266256;3
"5971";53;23;12;50.04243669;3
"5972";53;26;14;16.82683094;3
"5973";53;27;14;14.49691992;3
"5974";53;29;14;12.52566735;3
"5975";53;31;14;8.101300479;3
"5976";53;21;15;60.13689254;3
"5977";53;23;15;26.31074606;3
"5978";53;25;15;20.35318275;3
"5979";53;19;19;76.82956879;3
"5980";53;31;19;4.13963039;3
"5981";53;28;2;26.14373717;3
"5982";53;19;20;45.26488706;3
"5983";53;20;20;31.03080082;3
"5984";53;25;22;4.687200548;3
"5985";53;25;3;36.26830938;3
"5986";53;30;3;14.2642026;3
"5987";53;26;4;28.59137577;3
"5988";53;30;4;22.03696099;3
"5989";53;25;5;43.80013689;3
"5990";53;26;6;32.89527721;3
"5991";53;31;6;15.00342231;3
"5992";53;27;7;28.35865845;3
"5993";53;28;7;21.0294319;3
"5994";53;25;9;47.41136208;3
"5995";53;28;9;22.89117043;3
"5996";54;24;0;47.06639288;3
"5997";54;28;1;13.58521561;3
"5998";54;27;10;27.80287474;3
"5999";54;28;10;25.79603012;3
"6000";54;28;11;20.90622861;3
"6001";54;23;13;56.98562628;3
"6002";54;29;13;11.15674196;3
"6003";54;22;14;48.12320329;3
"6004";54;26;14;26.2587269;3
"6005";54;35;14;8.229979466;3
"6006";54;22;15;45.26488706;3
"6007";54;26;15;20.67077344;3
"6008";54;30;16;11.53182752;3
"6009";54;25;18;10.45585216;3
"6010";54;20;19;40.55304586;3
"6011";54;19;20;46.49144422;3
"6012";54;21;20;21.63175907;3
"6013";54;21;21;16.42710472;3
"6014";54;24;3;61.31690623;3
"6015";54;26;3;35.09377139;3
"6016";54;27;3;28.44353183;3
"6017";54;30;3;13.66187543;3
"6018";54;31;3;10.92950034;3
"6019";54;30;4;15.2881588;3
"6020";54;23;6;90.04243669;3
"6021";54;25;6;49.09514031;3
"6022";54;33;6;13.32238193;3
"6023";54;38;8;9.409993155;3
"6024";54;25;9;38.32717317;3
"6025";55;23;0;86.06433949;3
"6026";55;25;0;43.4770705;3
"6027";55;26;1;38.83093771;3
"6028";55;28;1;24.19438741;3
"6029";55;27;10;32.81861739;3
"6030";55;31;10;12.63518138;3
"6031";55;25;11;43.88227242;3
"6032";55;22;13;53.85352498;3
"6033";55;30;13;16.60506502;3
"6034";55;23;14;28.91991786;3
"6035";55;24;14;31.10198494;3
"6036";55;25;14;21.99863107;3
"6037";55;19;16;118.4668036;3
"6038";55;24;17;19.94250513;3
"6039";55;20;18;41.27583847;3
"6040";55;26;2;41.0349076;3
"6041";55;31;3;10.59000684;3
"6042";55;23;4;69.33880903;3
"6043";55;30;5;17.54414784;3
"6044";55;23;6;75.67967146;3
"6045";55;32;7;16.16974675;3
"6046";55;31;8;14.47501711;3
"6047";55;23;9;71.47433265;3
"6048";55;24;9;48.36687201;3
"6049";55;34;9;12.06023272;3
"6050";55;39;9;7.258042437;3
"6051";56;33;0;8.295687885;3
"6052";56;39;0;7.017111567;3
"6053";56;23;1;60.1889117;3
"6054";56;25;1;40.11225188;3
"6055";56;39;1;4.462696783;3
"6056";56;34;10;9.130732375;3
"6057";56;21;11;97.85626283;3
"6058";56;24;11;39.6659822;3
"6059";56;25;11;39.98083504;3
"6060";56;23;12;36.66255989;3
"6061";56;26;12;27.30184805;3
"6062";56;28;12;30.57905544;3
"6063";56;30;12;24.3613963;3
"6064";56;21;14;53.90006845;3
"6065";56;22;14;44.95824778;3
"6066";56;31;14;10.37371663;3
"6067";56;22;15;31.1156742;3
"6068";56;24;15;27.97535934;3
"6069";56;26;15;24.91718001;3
"6070";56;19;16;106.4339493;3
"6071";56;22;16;31.1266256;3
"6072";56;23;16;26.54620123;3
"6073";56;26;16;20.14510609;3
"6074";56;28;16;10.96235455;3
"6075";56;20;17;49.63997262;3
"6076";56;21;18;38.39014374;3
"6077";56;23;18;17.3908282;3
"6078";56;23;2;68.99383984;3
"6079";56;27;2;38.65297741;3
"6080";56;28;2;32.53661875;3
"6081";56;39;2;7.838466804;3
"6082";56;18;20;107.9151266;3
"6083";56;18;21;78.04517454;3
"6084";56;24;3;65.53593429;3
"6085";56;28;3;28.32580424;3
"6086";56;28;4;34.99247091;3
"6087";56;24;5;54.39561944;3
"6088";56;27;5;35.23887748;3
"6089";56;26;6;47.07460643;3
"6090";56;27;6;40.27104723;3
"6091";56;28;6;35.63312799;3
"6092";56;29;6;23.00616016;3
"6093";56;25;7;56.37782341;3
"6094";56;31;7;23.05544148;3
"6095";56;45;7;4.369609856;3
"6096";56;27;8;43.89869952;3
"6097";57;22;0;104.312115;3
"6098";57;23;0;58.04243669;3
"6099";57;25;0;43.3100616;3
"6100";57;27;0;39.60301164;3
"6101";57;28;0;31.72347707;3
"6102";57;28;1;31.41409993;3
"6103";57;30;10;17.72210815;3
"6104";57;39;10;5.927446954;3
"6105";57;25;11;26.75427789;3
"6106";57;30;11;24.42162902;3
"6107";57;31;11;18.99520876;3
"6108";57;33;11;12.57221081;3
"6109";57;24;12;39.38945927;3
"6110";57;25;12;35.78918549;3
"6111";57;21;13;83.64681725;3
"6112";57;22;13;55.35660507;3
"6113";57;21;14;52.84325804;3
"6114";57;23;14;33.32238193;3
"6115";57;25;15;25.39904175;3
"6116";57;27;15;16.862423;3
"6117";57;23;17;18.94045175;3
"6118";57;21;19;26.0698152;3
"6119";57;23;2;74.71047228;3
"6120";57;22;20;14.46132786;3
"6121";57;18;22;54.27241615;3
"6122";57;28;3;26.69678303;3
"6123";57;31;3;20.73100616;3
"6124";57;29;4;25.63997262;3
"6125";57;23;5;66.16016427;3
"6126";57;24;5;45.68377823;3
"6127";57;32;5;8.62696783;3
"6128";57;25;6;50.11088296;3
"6129";57;26;6;54.64476386;3
"6130";57;29;6;25.92744695;3
"6131";57;32;6;20.39972621;3
"6132";57;28;7;30.0971937;3
"6133";57;26;8;45.65366188;3
"6134";57;24;9;45.29774127;3
"6135";57;26;9;45.94113621;3
"6136";58;24;0;37.58247775;3
"6137";58;27;0;28.65434634;3
"6138";58;38;0;8.97467488;3
"6139";58;23;1;64.95550992;3
"6140";58;21;10;109.596167;3
"6141";58;23;10;43.24435318;3
"6142";58;30;10;25.40451745;3
"6143";58;23;11;50.70225873;3
"6144";58;30;11;30.40109514;3
"6145";58;23;12;45.9137577;3
"6146";58;28;12;28.25462012;3
"6147";58;29;12;29.87268994;3
"6148";58;25;13;35.6605065;3
"6149";58;27;13;34.5982204;3
