"rr";"rr2";"age";"age2";"tenure";"slack";"abol";"seasonal";"head";"married";"dkids";"dykids";"smsa";"nwhite";"yridspl";"school12";"male";"statemb";"stateur";"y"
0,1603376;0,0257081;45;202,5;5;1;0;0;1;1;0;0;1;0;10;1;1;144;2,7;0
0,6013746;0,3616514;37;136,9;16;0;0;0;1;1;1;0;1;0;7;0;1;225;3,1;1
0,4900399;0,2401391;38;144,4;3;0;0;0;0;1;0;0;0;0;6;0;0;179;7,4;0
0,5539033;0,3068089;40;160;11;0;0;0;1;0;0;0;1;0;10;0;0;188;7,5;1
0,5018587;0,2518622;52;270,4;7;0;0;0;1;1;0;0;1;0;3;1;1;185;4,8;1
0,5990784;0,3588949;56;313,6;12;1;0;0;1;1;1;0;1;0;8;0;1;258;4,1;1
0,5833333;0,3402778;33;108,9;3;1;0;0;1;1;1;1;1;0;2;0;1;175;10,8;1
0,480663;0,2310369;52;270,4;1;1;0;0;1;1;1;0;1;0;3;0;1;168;4,6;1
0,1525;0,0232563;32;102,4;1;1;0;0;1;0;0;0;0;0;4;0;1;183;7,1;1
0,21;0,0441;32;102,4;8;1;0;0;1;1;1;0;0;0;4;0;1;147;8,9;0
0,4541063;0,2062125;32;102,4;2;0;0;0;1;1;0;0;1;0;3;0;1;182;5,9;0
0,367713;0,1352129;25;62,5;4;0;0;0;1;1;1;1;1;0;1;0;1;147;12,3;1
0,3157895;0,099723;41;168,1;1;1;0;0;1;1;1;0;0;0;5;1;1;189;8,9;1
0,5;0,25;34;115,6;2;0;0;0;1;0;0;0;1;0;4;0;1;150;6,8;1
0,5033113;0,2533222;57;324,9;12;0;0;0;0;1;0;0;1;0;2;0;0;158;12,2;1
0,461126;0,2126372;38;144,4;2;0;0;0;1;1;1;0;0;0;5;0;1;175;5,3;0
0,5021097;0,2521141;35;122,5;1;1;0;0;0;0;0;0;0;0;10;0;0;245;5,8;0
0,2099872;0,0440946;31;96,1;1;1;0;0;1;1;1;1;1;0;1;0;1;147;12,3;0
0,5;0,25;48;230,4;3;1;0;0;1;1;1;0;1;0;7;0;1;200;5;1
0,4927954;0,2428473;27;72,9;4;0;0;0;0;1;0;0;1;0;2;0;0;158;12,2;1
0,3891403;0,1514302;42;176,4;2;0;0;0;1;1;1;0;0;0;5;0;1;175;4,5;0
0,5021459;0,2521506;26;67,6;1;0;1;0;0;1;0;0;1;0;3;0;0;170;7,2;1
0,5207101;0,271139;38;144,4;3;1;0;0;1;1;1;0;1;0;8;0;1;210;6,7;1
0,502994;0,253003;23;52,9;1;1;0;0;0;0;0;0;1;1;1;0;1;147;12,3;1
0,4524496;0,2047106;27;72,9;1;1;0;0;1;1;1;1;1;0;8;0;1;181;7,9;0
0,52;0,2704;21;44,1;1;1;0;0;1;0;0;0;1;1;4;0;0;189;7;0
0,555;0,308025;26;67,6;8;0;0;0;0;1;1;1;1;0;4;0;0;175;5;1
0,5428572;0,2946939;56;313,6;6;1;0;0;1;1;0;0;1;0;10;0;1;215;5,9;1
0,4212963;0,1774906;49;240,1;1;1;0;0;1;1;1;0;0;0;1;0;1;136;9,4;1
0,4198113;0,1762415;24;57,6;4;0;0;0;0;0;0;0;1;0;1;0;0;136;9,4;1
0,5;0,25;37;136,9;4;1;0;0;1;1;1;0;0;1;4;0;1;150;8,8;0
0,5;0,25;40;160;3;0;1;0;0;1;1;0;1;0;2;1;0;158;12,2;0
0,6006494;0,3607796;52;270,4;14;0;0;0;1;1;0;0;1;0;6;0;1;228;4;1
0,6507937;0,4235324;29;84,1;1;0;0;0;0;0;0;0;0;0;2;0;1;175;10,8;0
0,5921053;0,3505886;24;57,6;4;0;1;0;0;0;0;0;1;0;3;0;0;133;6,1;1
0,3676471;0,1351644;27;72,9;2;1;0;0;1;1;1;1;0;0;4;0;1;150;8,8;1
0,5;0,25;52;270,4;4;1;0;0;0;1;0;0;1;0;10;0;0;270;6,7;1
0,5075;0,2575562;33;108,9;2;0;0;0;0;1;1;0;1;0;4;0;0;203;5,7;1
0,519802;0,2701941;20;40;2;0;0;0;0;1;0;0;1;0;2;0;0;205;11,8;1
0,437659;0,1915454;42;176,4;1;0;0;0;1;1;1;0;1;0;5;0;1;175;5,7;1
0,3283333;0,1078028;37;136,9;2;1;0;0;1;1;1;1;1;0;4;0;1;197;9,9;1
0,5;0,25;20;40;1;0;0;0;0;0;1;0;1;0;4;1;1;173;7,9;0
0,4151624;0,1723599;26;67,6;3;1;0;0;1;0;0;0;1;0;10;1;1;168;7,2;1
0,2593407;0,0672576;51;260,1;20;0;0;0;0;0;0;0;1;0;7;0;1;130;8,4;1
0,2816456;0,0793242;42;176,4;15;1;0;0;0;1;1;0;1;0;10;0;1;225;5,4;1
0,3493282;0,1220302;43;184,9;3;1;0;0;1;1;0;0;1;0;8;0;1;210;4;0
0,5028571;0,2528653;36;129,6;1;0;0;1;0;1;0;0;1;0;4;0;1;150;6,8;1
0,3939394;0,1551883;27;72,9;5;1;0;0;1;0;1;1;1;1;6;0;0;96;6,4;0
0,5;0,25;21;44,1;1;0;0;1;0;0;0;0;1;0;4;0;1;196;7,2;1
0,5;0,25;23;52,9;1;1;0;0;0;0;1;0;0;0;1;0;1;147;12,3;1
0,3164557;0,1001442;30;90;9;1;0;0;1;0;0;0;1;0;10;1;1;222;4,4;1
0,5247148;0,2753257;55;302,5;1;0;0;0;1;1;0;0;1;0;9;0;1;275;7,5;1
0,5172414;0,2675386;39;152,1;1;0;0;0;0;1;1;0;0;0;1;0;0;115;8,9;1
0,5220126;0,2724971;49;240,1;1;1;0;0;0;1;0;0;1;0;7;0;1;210;7,3;0
0,5423729;0,2941684;46;211,6;2;0;0;0;0;1;1;0;0;0;7;0;0;134;3,6;1
0,3558952;0,1266614;40;160;13;1;0;0;0;0;0;0;1;0;10;0;1;206;7,1;1
0,4638009;0,2151113;45;202,5;3;1;0;0;0;0;0;0;1;0;10;0;1;260;7,2;0
0,5212355;0,2716865;36;129,6;9;0;1;0;1;1;1;0;1;0;10;0;0;224;6,6;1
0,4575;0,2093063;42;176,4;3;0;1;0;1;0;0;0;0;0;4;1;1;183;7,1;0
0,5260664;0,2767458;37;136,9;1;0;0;0;1;1;1;1;1;1;10;0;1;276;9,2;0
0,5217391;0,2722117;22;48,4;2;0;0;0;0;0;0;0;1;0;3;0;1;138;5;0
0,3310345;0,1095838;28;78,4;2;0;0;0;1;1;1;1;1;0;3;0;1;185;4,8;0
0,6666667;0,4444445;26;67,6;1;1;0;0;0;0;0;0;1;0;2;1;0;158;7,8;1
0,519403;0,2697794;35;122,5;10;1;0;0;1;0;0;0;1;0;1;1;1;190;10,3;1
0,5;0,25;21;44,1;1;0;0;0;0;0;0;0;1;0;7;0;1;157;6;1
0,3440367;0,1183612;34;115,6;2;1;0;0;1;1;1;0;0;1;6;0;1;158;8,9;1
0,5192308;0,2696006;45;202,5;2;1;0;0;0;1;1;0;1;0;8;0;0;145;5,2;1
0,5198238;0,2702168;39;152,1;8;0;0;0;1;0;0;0;1;0;7;0;0;210;7,3;0
0,2615955;0,0684322;56;313,6;3;0;1;0;1;1;1;0;0;0;3;0;1;136;8,9;1
0,5186916;0,269041;40;160;1;1;0;0;1;1;1;1;0;0;9;1;1;194;4,9;0
0,3310345;0,1095838;45;202,5;2;1;0;0;1;1;0;0;0;0;3;0;1;185;9,5;1
0,448;0,200704;21;44,1;1;0;0;1;0;0;0;0;1;0;4;0;1;224;8;1
0,4925373;0,242593;29;84,1;2;1;0;0;0;0;0;0;1;0;1;1;1;148;11,7;1
0,5;0,25;34;115,6;1;1;0;0;1;1;1;1;1;0;2;0;1;168;11,4;1
0,3477366;0,1209208;28;78,4;3;1;0;0;1;1;1;1;0;0;2;0;1;156;10,3;0
0,4230769;0,1789941;37;136,9;6;1;0;0;1;1;1;0;1;1;1;1;1;148;11,7;1
0,2083333;0,0434028;39;152,1;1;1;0;0;1;1;1;1;1;0;2;0;1;125;5,4;1
0,3387097;0,1147242;48;230,4;25;1;0;0;1;1;1;0;1;0;8;0;1;169;5,5;0
0,4957983;0,245816;40;160;1;1;0;0;1;0;1;0;0;0;10;0;0;140;3,4;0
0,5;0,25;22;48,4;2;1;0;0;0;0;1;0;0;0;1;0;1;148;11,7;1
0,5221239;0,2726133;34;115,6;16;0;0;0;1;1;1;0;1;0;8;0;0;225;8,6;0
0,4983051;0,248308;30;90;2;0;0;0;1;1;1;1;0;0;5;0;1;150;2,8;0
0,4453125;0,1983032;59;348,1;22;1;0;0;1;1;0;0;1;0;8;0;0;263;7,1;1
0,440594;0,1941231;36;129,6;18;0;0;0;1;1;1;0;1;0;10;0;1;225;5,4;0
0,5024155;0,2524213;30;90;2;1;0;0;0;0;0;0;1;0;2;1;0;168;11,4;1
0,4925373;0,242593;32;102,4;9;1;0;0;1;1;1;1;0;0;1;0;1;148;11,7;1
0,3969171;0,1575432;40;160;16;1;0;0;1;1;1;0;1;0;2;0;1;191;8,2;1
0,5;0,25;46;211,6;17;0;0;0;1;1;0;0;1;0;2;0;1;168;11,4;1
0,4962406;0,2462547;22;48,4;2;1;0;0;0;0;1;0;0;0;6;0;1;129;4,2;1
0,5211267;0,2715731;31;96,1;1;1;0;0;1;0;0;0;1;0;6;1;1;203;8,4;0
0,3951368;0,1561331;23;52,9;4;1;0;0;0;0;0;0;1;0;9;0;1;190;5,6;1
0,498008;0,2480119;27;72,9;7;1;0;0;0;0;0;0;0;0;1;0;1;148;11,7;1
0,322064;0,1037252;55;302,5;17;1;0;0;1;1;0;0;1;0;2;0;1;168;8;1
0,6007326;0,3608797;61;372,1;8;1;0;0;0;1;0;0;1;0;7;0;0;241;3,8;1
0,5268817;0,2776043;34;115,6;12;0;0;0;1;1;1;1;0;0;1;1;1;132;7,8;1
0,5;0,25;34;115,6;3;0;0;1;1;1;0;0;1;1;8;1;1;255;4;1
0,525641;0,2762985;24;57,6;1;0;0;0;0;0;0;0;0;0;1;0;1;182;14,3;1
0,4175;0,1743062;42;176,4;5;1;0;0;0;1;0;0;0;0;4;1;0;167;5,4;1
0,4637681;0,2150809;28;78,4;1;1;0;0;1;1;0;0;1;0;3;0;1;185;4,8;1
0,255144;0,0650985;25;62,5;3;1;0;0;1;0;1;1;0;0;5;0;0;126;5;1
0,5210527;0,2714959;24;57,6;1;0;0;0;0;0;0;0;0;0;8;0;1;266;4,5;1
0,3351852;0,1123491;22;48,4;4;1;0;0;0;0;0;0;1;0;2;0;1;168;8;1
0,2922252;0,0853956;61;372,1;38;0;0;0;0;0;0;0;1;0;3;0;0;105;10,8;0
0,5;0,25;30;90;1;0;0;0;1;0;1;1;1;1;6;0;0;175;5,3;0
0,39779;0,1582369;29;84,1;1;0;0;0;1;0;0;0;1;0;9;1;1;187;3,9;0
0,2186667;0,0478151;36;129,6;14;0;0;0;1;1;1;0;1;0;1;0;1;147;7,7;1
0,3283333;0,1078028;28;78,4;1;0;0;0;0;0;0;0;0;0;4;0;1;197;7,1;0
0,4033614;0,1627004;34;115,6;11;1;0;0;1;1;1;1;0;0;3;1;1;185;9,5;0
0,5;0,25;27;72,9;6;1;0;0;1;1;0;0;1;0;9;0;1;272;6;1
0,3074074;0,0944993;32;102,4;13;1;0;0;1;1;0;0;0;0;2;0;1;154;8,3;1
0,2083333;0,0434028;30;90;9;0;0;0;1;1;0;0;1;0;2;1;1;125;5,4;1
0,4982079;0,2482111;30;90;1;1;0;0;0;1;1;0;0;0;1;1;1;130;10,1;0
0,5691699;0,3239544;33;108,9;1;0;0;0;1;1;1;1;1;0;6;0;1;152;4,4;0
0,3586498;0,1286297;60;360;32;0;1;0;1;1;0;0;0;0;6;0;1;179;7,4;1
0,4530387;0,205244;34;115,6;3;1;0;0;1;1;1;1;1;0;9;0;1;199;6,2;0
0,5022421;0,2522472;24;57,6;3;1;0;0;0;1;0;0;0;0;1;0;1;135;6,3;1
0,2939068;0,0863812;37;136,9;2;1;0;0;1;1;1;0;1;0;1;1;1;147;7,7;1
0,5;0,25;57;324,9;6;0;0;0;1;1;0;0;0;1;2;0;1;118;5,4;0
0,1622691;0,0263313;33;108,9;3;1;0;0;1;1;1;0;0;0;6;0;1;130;10,2;1
0,4666667;0,2177778;25;62,5;3;0;0;1;1;0;0;0;1;0;8;0;1;210;4;1
0,4956522;0,2456711;29;84,1;1;1;0;0;0;1;1;0;0;1;10;0;0;145;8,6;1
0,5032258;0,2532362;43;184,9;8;0;0;0;1;0;1;0;0;0;3;0;0;105;10,8;0
0,3667546;0,134509;35;122,5;9;0;1;0;1;1;1;0;1;0;1;0;1;125;8,5;1
0,4898785;0,239981;51;260,1;1;0;0;0;1;1;1;0;1;1;9;0;1;199;6,2;1
0,4135802;0,1710486;46;211,6;5;0;0;0;1;1;1;0;0;0;2;0;1;124;9;1
0,4910941;0,2411735;52;270,4;1;0;0;0;1;1;1;0;1;0;5;0;1;197;8,2;1
0,5;0,25;36;129,6;2;1;0;0;1;0;0;0;0;0;6;1;1;197;5,2;1
0,4598071;0,2114225;37;136,9;19;1;0;0;1;1;1;1;1;1;3;0;1;138;5;1
0,30625;0,0937891;44;193,6;4;0;0;0;1;1;0;0;0;0;4;0;1;147;8,9;1
0,540146;0,2917577;24;57,6;1;0;0;0;1;0;1;1;1;1;5;0;0;175;4,5;1
0,5;0,25;24;57,6;2;1;0;0;1;0;0;0;1;0;4;0;1;147;8,9;1
0,5238096;0,2743765;53;280,9;1;1;0;0;0;1;0;0;1;0;6;0;0;241;5,7;1
0,6602316;0,4359058;30;90;2;1;0;0;1;1;0;0;0;0;2;0;1;158;7,8;1
0,5666667;0,3211111;45;202,5;1;1;0;0;1;1;1;0;0;0;4;0;1;143;8;1
0,5229358;0,2734618;46;211,6;8;0;0;0;0;1;0;0;1;0;7;0;0;252;5,2;1
0,517413;0,2677162;42;176,4;1;0;0;0;0;1;0;0;0;0;1;0;0;147;7,7;1
0,49;0,2401;51;260,1;19;0;0;0;1;0;0;0;0;0;4;0;0;147;8,9;1
0,4628713;0,2142498;38;144,4;1;1;0;0;0;1;0;0;0;0;6;0;0;197;7,4;1
0,287037;0,0823903;38;144,4;3;1;0;0;1;1;1;0;0;1;2;0;1;115;9,1;1
0,5185185;0,2688614;30;90;1;1;0;0;1;1;1;1;1;1;2;0;1;168;8;0
0,493188;0,2432344;40;160;17;1;0;0;0;0;0;0;1;0;2;0;1;168;8;0
0,2901879;0,084209;37;136,9;9;0;0;0;1;1;1;0;1;0;1;1;1;125;8,5;1
0,5;0,25;34;115,6;6;0;0;0;1;1;1;0;1;0;6;0;1;220;3,2;1
0,504065;0,2540815;39;152,1;7;0;0;0;0;1;1;0;0;0;9;0;0;255;4,8;1
0,4205128;0,176831;36;129,6;2;0;1;0;1;1;1;0;1;0;1;0;1;147;7,7;0
0,5201005;0,2705045;34;115,6;1;0;0;0;1;1;1;1;1;0;2;0;1;205;11,8;1
0,5204082;0,2708246;36;129,6;1;1;0;0;1;1;1;1;0;0;2;0;1;168;8;1
0,5625;0,3164063;29;84,1;5;1;0;0;0;0;0;0;1;0;4;0;0;143;8;0
0,1566092;0,0245264;58;336,4;6;1;0;0;1;1;0;0;0;0;3;0;1;105;10,8;1
0,5224719;0,2729769;43;184,9;1;1;0;0;1;1;1;1;1;0;1;0;1;147;7,7;1
0,5;0,25;20;40;1;1;0;0;1;0;0;0;1;0;4;0;1;198;6;0
0,4327177;0,1872446;40;160;7;1;0;0;1;0;0;0;0;0;1;0;1;147;7,7;1
0,3435701;0,1180404;25;62,5;1;1;0;0;1;1;1;0;1;0;2;0;1;166;9,7;1
0,5241935;0,2747788;22;48,4;2;1;0;0;0;1;0;0;1;0;2;1;0;197;14,2;1
0,4589801;0,2106627;44;193,6;11;0;1;0;0;1;0;0;1;0;8;0;1;238;5,7;1
0,2939068;0,0863812;28;78,4;1;0;0;0;1;1;1;1;1;0;1;1;1;147;7,7;1
0,1813187;0,0328765;42;176,4;3;1;0;0;1;0;0;0;0;0;7;0;1;145;5,8;1
0,3333333;0,1111111;32;102,4;1;0;0;1;1;1;1;1;0;0;2;0;1;158;8,1;1
0,3013436;0,0908079;45;202,5;1;0;1;0;1;1;0;0;1;0;6;0;1;166;5,8;0
0,4324895;0,1870471;35;122,5;10;1;0;0;0;0;0;0;1;0;10;1;1;260;7,2;1
0,6024097;0,3628974;22;48,4;3;0;0;0;1;0;0;0;1;0;10;1;1;229;5;0
0,2330509;0,0543127;33;108,9;3;0;0;0;1;1;1;0;0;0;1;1;1;148;11,7;1
0,4205128;0,176831;54;291,6;3;0;0;0;1;1;1;0;0;0;1;0;1;147;7,7;0
0,5163934;0,2666622;56;313,6;9;0;0;0;1;1;1;0;1;0;9;0;1;280;5,4;1
0,5852535;0,3425216;24;57,6;5;0;0;0;1;1;1;1;0;0;10;0;0;170;6,6;1
0,5212355;0,2716865;30;90;2;1;0;0;1;1;1;1;1;0;2;0;1;205;11,8;1
0,519337;0,2697109;33;108,9;6;1;0;0;1;1;1;1;1;0;1;0;1;190;10,3;1
0,4983051;0,248308;24;57,6;1;0;0;0;1;1;0;0;1;0;5;0;1;175;5,7;0
0,4317719;0,186427;29;84,1;5;1;0;0;1;1;1;1;1;0;1;1;1;190;10,3;1
0,521197;0,2716463;26;67,6;1;1;0;0;1;1;1;1;1;0;1;0;1;190;10,3;1
0,5022625;0,2522676;33;108,9;1;1;0;0;0;0;0;0;0;0;10;0;1;175;6,2;1
0,2330346;0,0543051;27;72,9;5;1;0;0;0;0;0;0;0;0;1;0;1;163;12,1;1
0,3752213;0,140791;36;129,6;8;1;0;0;1;1;1;0;1;0;1;0;1;190;10,3;1
0,2331839;0,0543747;51;260,1;5;1;0;0;1;1;0;0;1;0;1;0;1;140;7,6;1
0,5203488;0,2707629;21;44,1;1;1;0;0;1;1;1;1;0;0;5;0;1;192;9;1
0,5019011;0,2519048;49;240,1;3;1;0;0;0;0;0;0;1;0;9;0;1;200;5,9;0
0,5379061;0,289343;38;144,4;1;1;0;0;1;1;1;0;1;0;10;0;1;188;7,5;1
0,5581396;0,3115198;36;129,6;2;1;0;0;1;0;1;0;1;1;3;0;0;84;8,6;0
0,2808642;0,0788847;34;115,6;6;1;0;0;1;1;1;0;1;0;2;0;1;84;11,1;1
0,5;0,25;22;48,4;1;1;0;0;1;0;0;0;1;0;4;1;1;165;5,3;1
0,5206897;0,2711177;30;90;10;0;0;0;0;0;0;0;1;0;1;0;0;190;10,3;1
0,1272727;0,0161983;27;72,9;9;1;0;0;1;0;0;0;1;0;4;0;1;203;5,7;0
0,5;0,25;29;84,1;2;1;0;0;1;0;0;0;0;1;8;0;1;228;3,5;0
0,54;0,2916;23;52,9;5;0;0;0;1;0;0;0;0;0;4;0;1;120;5,5;0
0,52;0,2704;42;176,4;9;1;0;0;1;1;0;0;1;1;4;0;1;189;7;1
0,444668;0,1977296;33;108,9;14;0;0;0;1;1;1;1;1;0;2;0;1;205;11,8;0
0,3984064;0,1587276;41;168,1;9;1;0;0;1;1;1;1;1;0;1;0;1;179;11;1
0,4225352;0,178536;26;67,6;4;0;1;0;1;1;1;1;1;0;6;0;1;158;8,9;1
0,5225806;0,2730905;32;102,4;2;0;0;0;0;1;1;0;0;0;3;0;0;138;5;0
0,4198895;0,1763072;29;84,1;1;0;0;0;0;1;1;0;1;0;1;1;0;136;9,4;1
0,523077;0,2736095;38;144,4;3;0;0;0;1;0;0;0;1;1;4;0;1;115;6,5;1
0,5;0,25;57;324,9;1;1;0;0;1;1;0;0;1;0;8;0;1;200;5,6;1
0,4189815;0,1755455;30;90;1;1;0;0;1;0;0;0;1;0;2;0;1;168;8;0
0,4872727;0,2374347;53;280,9;15;0;0;0;0;1;0;0;1;0;5;0;0;197;8,8;1
0,6007905;0,3609492;37;136,9;3;0;0;1;1;0;0;0;0;0;10;0;1;229;5;1
0,5168539;0,267138;25;62,5;1;0;1;0;0;0;0;0;1;0;10;0;0;291;6,9;0
0,5;0,25;47;220,9;3;0;1;0;0;1;1;0;0;0;3;0;0;196;7,3;1
0,521164;0,2716119;24;57,6;2;1;0;0;1;1;0;0;1;0;2;0;1;205;11,8;1
0,3555556;0,1264198;27;72,9;4;1;0;0;0;1;0;0;0;0;2;1;0;178;11,2;1
0,5240964;0,274677;23;52,9;6;1;0;0;0;0;0;0;1;0;2;0;1;205;11,8;1
0,4983923;0,2483949;38;144,4;4;0;0;0;1;1;1;1;1;1;3;0;1;170;7,2;0
0,4170403;0,1739227;49;240,1;2;1;0;0;1;1;1;0;1;1;1;0;1;136;9,4;1
0,5210728;0,2715169;33;108,9;9;1;0;0;1;1;1;1;1;0;2;0;1;205;11,8;1
0,3755274;0,1410208;43;184,9;23;0;0;0;0;1;1;0;1;0;10;1;0;225;7,3;1
0,2751092;0,0756851;46;211,6;3;0;0;0;1;1;1;0;0;0;5;0;1;193;6;0
0,3883721;0,1508329;44;193,6;11;0;0;0;1;1;1;0;0;0;4;0;1;167;5,4;1
0,5185185;0,2688614;57;324,9;4;0;0;0;1;0;0;0;1;0;2;0;0;197;9;1
0,5;0,25;30;90;3;1;0;0;1;0;1;1;1;0;4;0;0;147;8,9;1
0,2358491;0,0556248;36;129,6;12;1;0;0;1;0;1;1;0;0;4;0;1;125;6,5;1
0,3962617;0,1570233;35;122,5;8;0;0;0;1;1;1;0;1;0;1;0;1;190;10,3;1
0,5;0,25;23;52,9;3;1;0;0;0;0;0;0;0;1;10;0;1;175;6,2;0
0,522293;0,27279;33;108,9;5;1;0;0;0;1;1;0;1;1;5;0;0;200;4,8;1
0,5246637;0,275272;31;96,1;5;1;0;0;1;1;1;1;1;0;1;0;1;182;14,3;1
0,3675;0,1350563;31;96,1;9;0;0;0;1;1;0;0;1;0;4;0;1;147;8,9;1
0,2710952;0,0734926;49;240,1;3;1;0;0;1;1;1;0;1;0;7;0;1;166;5,3;1
0,5136778;0,2638649;46;211,6;1;0;1;0;1;1;0;0;1;0;9;0;1;205;4,6;1
0,2853717;0,081437;28;78,4;2;1;0;0;1;1;0;0;0;0;6;0;1;126;4,9;1
0,52;0,2704;32;102,4;3;1;0;0;1;0;0;0;1;1;8;0;1;266;4,5;1
0,519774;0,270165;37;136,9;4;1;0;0;1;1;1;1;0;0;2;0;1;205;11,8;1
0,3961538;0,1569379;52;270,4;1;1;0;0;1;1;1;0;1;0;8;0;1;166;5,1;1
0,5232068;0,2737453;28;78,4;4;0;0;0;0;1;0;0;0;0;6;0;0;197;8,2;1
0,3822785;0,1461368;28;78,4;4;0;1;0;1;1;1;1;0;0;9;0;1;184;5,7;1
0,5387324;0,2902326;35;122,5;2;0;0;0;1;1;1;0;0;0;6;0;1;162;5,5;0
0,5185185;0,2688614;35;122,5;1;1;0;0;1;1;1;1;0;0;2;0;1;149;9,8;0
0,5179487;0,2682709;22;48,4;1;1;0;0;0;1;0;0;1;1;4;0;0;205;11,5;0
0,2878788;0,0828742;41;168,1;10;0;0;0;1;1;1;0;1;0;2;0;1;158;12,2;1
0,5991561;0,3589881;43;184,9;2;0;1;0;1;1;1;0;1;0;6;0;1;228;4;0
0,3125;0,0976563;29;84,1;2;1;0;0;1;1;1;1;1;0;2;0;1;125;5,4;1
0,5;0,25;25;62,5;4;0;0;0;0;0;1;0;1;0;1;0;1;125;8,5;1
0,3908046;0,1527282;52;270,4;2;1;0;0;0;0;0;0;1;0;10;0;1;210;7,5;1
0,43762;0,1915112;37;136,9;7;1;0;0;1;0;0;0;0;0;6;0;1;241;5,7;1
0,5017301;0,2517331;24;57,6;1;1;0;0;0;0;0;0;1;0;4;0;1;147;8,9;1
0,5185185;0,2688614;26;67,6;2;0;0;0;1;0;0;0;1;0;2;0;1;168;8;1
0,2939068;0,0863812;50;250;25;0;0;0;1;1;0;0;1;0;1;0;1;147;7,7;1
0,5525424;0,3053031;28;78,4;3;1;0;0;0;0;0;0;1;0;5;1;1;190;5,4;1
0,5;0,25;29;84,1;2;1;0;0;1;0;0;0;0;0;4;0;0;173;7,9;1
0,5;0,25;23;52,9;8;1;0;0;1;1;1;1;0;0;5;0;1;189;8,7;0
0,4978166;0,2478214;23;52,9;3;1;0;0;0;1;1;1;1;0;9;0;0;252;5,1;1
0,4965517;0,2465636;39;152,1;2;0;0;0;1;1;1;0;1;0;1;0;1;125;8,5;0
0,3677249;0,1352216;41;168,1;8;0;1;0;1;1;1;0;0;0;2;0;1;129;10;0
0,37251;0,1387637;34;115,6;15;1;0;0;0;1;1;0;1;1;6;0;0;197;8,2;1
0,4782609;0,2287335;38;144,4;5;0;0;0;0;1;1;0;0;0;3;1;0;161;9,1;1
0,4981818;0,2481851;25;62,5;1;0;0;0;0;0;0;0;1;0;5;0;1;175;5,7;0
0,5;0,25;29;84,1;5;0;0;0;1;0;1;0;1;0;6;1;0;196;6,1;1
0,3925926;0,1541289;27;72,9;3;0;0;0;1;0;0;0;1;0;2;0;1;166;9,7;0
0,5023041;0,2523094;25;62,5;4;0;0;0;0;1;1;1;1;0;3;0;0;150;6,3;0
0,5030303;0,2530395;32;102,4;5;0;0;0;0;1;1;0;0;0;1;0;0;90;14,6;1
0,2231405;0,0497917;21;44,1;2;1;0;0;1;1;1;1;1;0;2;0;1;125;5,4;1
0,4978903;0,2478947;24;57,6;1;1;0;0;1;0;0;0;1;0;6;0;1;158;8,9;1
0,509915;0,2600133;38;144,4;2;0;0;0;1;1;1;1;1;0;5;1;1;183;4;0
0,3924528;0,1540192;39;152,1;8;0;0;0;1;0;1;1;1;1;9;0;0;190;5,6;0
0,4534413;0,205609;49;240,1;23;0;1;0;1;1;0;0;1;0;9;1;1;272;6;0
0,3956044;0,1565028;28;78,4;1;1;0;0;1;1;1;1;1;0;7;0;1;166;5,3;0
0,5022421;0,2522472;28;78,4;2;1;0;0;1;1;0;0;1;0;1;0;1;147;12,3;0
0,3701299;0,1369961;28;78,4;4;1;0;0;1;1;0;0;0;0;10;0;1;144;2,7;0
0,5238096;0,2743765;25;62,5;4;0;0;0;0;0;1;1;1;0;1;0;1;182;14,3;1
0,3809524;0,1451247;31;96,1;10;0;0;0;1;1;1;1;1;0;7;0;1;229;7,6;1
0,5201613;0,2705677;21;44,1;1;0;0;0;0;0;0;0;1;0;2;0;1;178;11,2;0
0,3632287;0,1319351;25;62,5;1;1;0;0;0;0;1;0;0;0;1;0;1;145;6,7;1
0,4206896;0,1769798;22;48,4;1;0;1;0;1;0;0;0;1;0;1;0;0;136;9,4;1
0,4181287;0,1748316;34;115,6;8;1;0;0;1;1;1;0;1;0;1;0;1;136;9,4;0
0,4961538;0,2461686;44;193,6;2;1;0;0;0;1;0;0;0;0;8;0;0;188;6,7;1
0,1625561;0,0264245;29;84,1;2;0;0;0;0;0;0;0;0;0;1;1;1;130;10,1;1
0,3065421;0,093968;42;176,4;2;1;0;0;1;1;1;0;1;0;1;0;1;147;7,7;1
0,5;0,25;61;372,1;15;1;0;0;0;1;0;0;1;0;10;0;1;260;7,2;1
0,3324324;0,1105113;46;211,6;2;0;0;0;1;1;0;0;1;0;9;0;1;150;6,8;1
0,5;0,25;37;136,9;4;0;0;0;0;1;0;0;0;0;10;0;0;245;5,8;1
0,4788733;0,2293196;34;115,6;1;1;0;0;1;0;0;0;1;1;6;0;0;168;7,4;0
0,41;0,1681;39;152,1;1;1;0;0;1;0;0;0;1;0;4;0;1;205;11,5;0
0,3927126;0,1542232;60;360;20;0;0;0;1;1;0;0;1;0;9;1;1;190;5,6;0
0,5196629;0,2700495;21;44,1;3;1;0;0;0;0;0;0;1;0;10;0;1;291;6,9;1
0,5;0,25;25;62,5;1;0;0;0;0;1;1;1;0;0;10;0;0;196;6,4;0
0,5028571;0,2528653;20;40;1;0;0;0;0;0;0;0;1;1;4;1;0;180;6,5;0
0,3706564;0,1373861;34;115,6;2;0;0;1;1;1;1;0;1;0;3;0;1;185;9,5;1
